Temperature,Relative_Humidity,Heat_Index,Precipitation,Wind_Speed,Cloud_Cover,Condition
27.8,75.82,35.1,0.3,27.7,40.9,"Rain, Partially cloudy"
27.5,73.76,34.1,0,24.1,32.4,Partially cloudy
27,74.59,34.3,0,24.7,33.6,Partially cloudy
27.3,71.09,34.1,0,24.1,31.1,Partially cloudy
25.3,73.25,32.9,0,20.5,16.6,Clear
25.7,69.24,31.2,0,25.9,21.8,Clear
25.5,67.45,30.9,0,25.9,31.5,Partially cloudy
25.3,68.8,32.1,0,18.5,33.5,Partially cloudy
26.1,69.62,32.2,0,20.5,24,Clear
26.1,70.65,32.8,0,27.7,18.8,Clear
26.2,69.69,31.7,0,22.3,15.6,Clear
27,69.05,32.4,0,22.3,45.9,Partially cloudy
27.2,70.74,33.8,0,20.5,35.7,Partially cloudy
27.2,72.06,33.9,0,24.1,31.4,Partially cloudy
26.5,71.15,32.9,0,20.5,22.5,Clear
26.6,70.02,32.8,0,20.5,27.7,Partially cloudy
26.8,69.84,33.2,0,18.4,16.3,Clear
27,70.4,33.9,0,24.1,26,Partially cloudy
25.4,65.53,30.5,0,25.9,31.4,Partially cloudy
24.3,61.78,28.4,0,22.3,32,Partially cloudy
24.8,64.66,29.2,0,20.5,30,Partially cloudy
26.2,69.43,32.1,0,29.5,23.8,Clear
27.1,71.39,33.8,0,24.1,26.2,Partially cloudy
27.6,71.16,35.6,0,25.9,22.5,Clear
26.8,69.92,33.4,0,24.1,30.3,Partially cloudy
26.2,67.02,31.5,0,33.5,18.7,Clear
25.9,67.02,31.2,0,20.5,28.6,Partially cloudy
26.7,66.26,33.1,0,25.9,25,Clear
27,63.72,31.9,0,22.3,13.2,Clear
27,67.02,33.4,0,31.5,12.2,Clear
26.8,67.25,32.1,0,22.3,23.8,Clear
26.4,69.42,32,0,31.5,27.1,Partially cloudy
26.8,68.18,33.1,0,27.7,27.6,Partially cloudy
27.1,67.39,32.9,0,27.7,24.6,Clear
27.8,66.11,33.1,0,27.7,8.1,Clear
27.5,63.87,32.5,0,27.7,15.8,Clear
28.2,70.38,36.1,0,19.4,24.4,Clear
28.1,71.09,36.6,0.6,25.9,33.8,"Rain, Partially cloudy"
27.9,71.63,34.3,0,27.7,30.4,Partially cloudy
28.3,66.46,34,0,37.1,30.4,Partially cloudy
27.6,68.74,34.2,0,22.3,20.3,Clear
28,66.54,33.7,0,24.1,23.7,Clear
27.7,64.25,34.2,0,31.5,30.5,Partially cloudy
27.4,63.97,33.3,0,25.9,31.4,Partially cloudy
27.3,67.5,32.5,0.2,27.7,39.3,"Rain, Partially cloudy"
27.3,66.14,33,0,22.3,25.5,Partially cloudy
27.3,68.12,32.6,0,22.3,26.9,Partially cloudy
27.2,64.86,32,0,22.3,18.3,Clear
26.7,61.88,31.5,0,24.1,27.4,Partially cloudy
26.6,64.36,32.2,0,24.1,21.7,Clear
28.5,64.55,34.3,0,24.1,35.6,Partially cloudy
28.5,64.73,35.8,0,27.7,30.2,Partially cloudy
27.8,61.86,34.3,0,29.5,23.4,Clear
27.1,63.26,33.8,0,22.3,11.2,Clear
27.2,65.95,35.2,0,22.3,20.1,Clear
27.4,65.2,34.2,0,20.5,23.5,Clear
27.2,66.51,34.2,0,22.3,21.4,Clear
27.6,62.21,33,0,25.9,20.6,Clear
26.8,64.28,33.7,0,18.4,8.7,Clear
27.1,64.43,34,0,24.6,18.4,Clear
27.1,65.26,32.9,0,20.5,24.4,Clear
27.3,64.63,32.9,0,33.5,13.8,Clear
27.4,63.69,33,0,27.7,14.4,Clear
27.5,65.17,34.9,0,29.5,14.2,Clear
27.2,64.82,34.2,0,27.7,8.6,Clear
27.2,65.96,33.7,0,22.2,13,Clear
27.1,66,33.7,0,22.3,14.8,Clear
27.3,66.54,37.7,0,24.1,17.5,Clear
27.3,66.66,33.6,0,21,19.5,Clear
27.5,64.74,33.5,0,24.1,16.7,Clear
27.7,64.13,33,0,25.9,10.1,Clear
28.1,63.42,34.9,0,18.4,11.4,Clear
28.3,64.16,35.8,0,20.5,15.5,Clear
28.3,64.58,36.8,0,18.4,18,Clear
28.3,63.25,34.2,0,25.9,15.3,Clear
27.8,65.66,35.3,0,18.4,21.5,Clear
28.5,59.27,34,0,22.3,20.2,Clear
28.1,63.3,35.2,182.3,18.6,17.8,Rain
27.7,65.3,35.3,0,24.1,13.7,Clear
28.5,62.58,35.3,0,19.2,20.6,Clear
28.8,61.84,36.7,0,22.3,15,Clear
29.1,61.01,36.1,0,22.3,14.3,Clear
28.4,61.96,36.1,0,25.9,5.4,Clear
28.1,62.09,34.2,0,22.3,23.3,Clear
28.9,68.1,37,0,27.7,26.6,Partially cloudy
29.5,72.97,39.3,0,31.5,36.2,Partially cloudy
28.6,69.74,38.3,0,27.7,33.5,Partially cloudy
29.4,71.46,39.4,3,20.5,28.8,"Rain, Partially cloudy"
29.2,65.28,38.3,0,55.7,20.8,Clear
29.4,64.47,38.3,0,21.6,17.7,Clear
29.4,64.94,37.3,0,20.5,30.5,Partially cloudy
29.6,64.59,38.3,0,24.1,31,Partially cloudy
29.5,63.2,37.3,0,22.3,26.4,Partially cloudy
29.6,65.78,39.4,0,24.1,15.3,Clear
29.8,64.62,37,0,24.1,28.8,Partially cloudy
29.6,64.43,37.6,0,24.1,25.2,Partially cloudy
29.3,65.15,37.3,0,16.6,27.9,Partially cloudy
29,64.51,36.3,0,18.4,35.9,Partially cloudy
28.4,67.08,37.3,0.2,22.3,30.1,"Rain, Partially cloudy"
29.1,60.64,38.3,0,18.4,24.6,Clear
29.2,62.08,35.8,0,18.4,22.6,Clear
29.2,63.85,36.4,0,25.9,22.6,Clear
28.3,71.46,37.2,0,20.5,25.7,Partially cloudy
29.3,67.57,38.6,0,27.7,29.4,Partially cloudy
30.1,63.98,37.9,0,20.5,31.8,Partially cloudy
29.7,65.62,36.9,0,24.1,19.3,Clear
29.7,64.74,38.3,0,20.5,23.4,Clear
28.9,67.79,37,0,24.1,27.2,Partially cloudy
29.8,64.76,37.9,0,25.9,31.3,Partially cloudy
30.2,64.65,38.3,0,29.5,24.2,Clear
29.8,68.01,37.9,0,24.1,27.3,Partially cloudy
26.9,76.24,36.1,0.8,22.3,40.1,"Rain, Partially cloudy"
27.3,74.08,36.1,0,18.4,31.4,Partially cloudy
28.3,70.42,36.5,0,20.5,37.2,Partially cloudy
26.7,79.49,35.1,0.2,24.1,44.4,"Rain, Partially cloudy"
26.7,81.93,35.1,4.3,36,42.1,"Rain, Partially cloudy"
27.1,76.65,35.8,2.3,35.3,35.2,"Rain, Partially cloudy"
27.8,73.62,36.2,2,20.5,38.7,"Rain, Partially cloudy"
26.7,81.45,34.6,6.3,25.9,53.3,"Rain, Partially cloudy"
27.5,77.31,38.1,2.7,21.1,53.2,"Rain, Partially cloudy"
27.6,70.2,34.9,0,16.6,33.5,Partially cloudy
28.1,70.13,36.3,0,16.6,41.6,Partially cloudy
28.5,70.6,37,0,20.5,30.4,Partially cloudy
28.4,71.38,36,0,18,35.6,Partially cloudy
26.3,82.49,36.8,90,24.7,47.2,"Rain, Partially cloudy"
26.9,77.19,35.3,0,24.1,40.7,Partially cloudy
27.8,73.18,36.6,0.2,21.6,35.8,"Rain, Partially cloudy"
27.6,77.71,36.8,0.2,16.6,43.3,"Rain, Partially cloudy"
28.1,72.58,33.3,0,16.6,43.3,Partially cloudy
28.6,65.69,34.9,0,22.3,25.2,Partially cloudy
27.7,73.14,35.8,4,18.4,41.3,"Rain, Partially cloudy"
28.9,73.06,37.1,26,37,44.9,"Rain, Partially cloudy"
29.2,71.7,38.1,0,18.4,35.4,Partially cloudy
28.1,76.46,37.6,54,20.5,41.9,"Rain, Partially cloudy"
26.5,84.56,36.5,3,18.4,39.7,"Rain, Partially cloudy"
27.8,77.75,37.2,0,20.5,37.7,Partially cloudy
28.1,74.59,36.1,0.6,20.5,39,"Rain, Partially cloudy"
27.9,74.82,37,7,20.5,38.2,"Rain, Partially cloudy"
26.2,85.05,35.3,22.2,21,48.4,"Rain, Partially cloudy"
27.9,78.4,37.9,0,18.4,31.8,Partially cloudy
27.7,79.63,36.5,3.6,24.1,45.4,"Rain, Partially cloudy"
25.8,85.42,33.7,4.5,16.6,42.7,"Rain, Partially cloudy"
27.2,80.71,36.8,0,18.4,32,Partially cloudy
26,84.96,35.8,12,18.4,42.6,"Rain, Partially cloudy"
25.6,84.78,35.1,11.2,20.5,39.2,"Rain, Partially cloudy"
26.6,83.5,36.2,0,16.6,46.4,Partially cloudy
25.9,85.5,35.9,34,15.4,52.7,"Rain, Partially cloudy"
25.7,87.02,35.5,75.5,25.9,40.1,"Rain, Partially cloudy"
26.7,82.42,34.2,0,14.8,41.4,Partially cloudy
26.5,82.9,36.5,21.1,14.8,42.6,"Rain, Partially cloudy"
26.3,83.72,37.9,12,20.5,40.5,"Rain, Partially cloudy"
25.9,87.99,73.7,66.4,22.3,45,"Rain, Partially cloudy"
25.8,81.22,31.1,0,22.3,43.6,Partially cloudy
27.6,74.85,36.3,0,22.3,33.3,Partially cloudy
26.1,77.74,33.6,0,27.7,42.8,Partially cloudy
28.2,68.72,36.8,0,14.8,31.4,Partially cloudy
28.1,68.05,35.9,0,33.9,20.2,Clear
28.8,65.47,35.3,0,20.5,39.7,Partially cloudy
28.5,64.71,35.1,0,24.1,22.7,Clear
27.1,76.26,36.8,2.6,51.8,33,"Rain, Partially cloudy"
26.9,76.27,33.3,0,31.6,52.9,Partially cloudy
26.6,79.69,32.8,0,18.4,94,Overcast
28.4,69.47,35.9,0,18.4,44.5,Partially cloudy
26.6,82.01,36.5,62,16.6,37.6,"Rain, Partially cloudy"
25.5,86.58,35.5,92.8,24.1,48.2,"Rain, Partially cloudy"
25.8,84.3,34,0.2,22.3,43.9,"Rain, Partially cloudy"
25.6,86.22,33.6,17.9,22.3,42.5,"Rain, Partially cloudy"
27.3,77.16,35.5,0,18.4,42.9,Partially cloudy
27.7,75.09,36.3,0,14.2,35.8,Partially cloudy
28,73.46,37.9,11,22.3,33.9,"Rain, Partially cloudy"
27.8,77.48,36.8,0,13,38.3,Partially cloudy
27.7,77.79,37.9,1.5,18.4,39.3,"Rain, Partially cloudy"
27,78.66,34.3,0.1,14.8,42.5,"Rain, Partially cloudy"
27.2,76.7,37,0,25.9,42.1,Partially cloudy
28.2,68.15,35.8,0.3,21.7,34.3,"Rain, Partially cloudy"
27.5,72.02,34.4,0,35.3,39.7,Partially cloudy
27.6,72.71,33.4,0,25.9,50.7,Partially cloudy
27.4,73.45,35.6,0,40.7,47.9,Partially cloudy
27.3,72.22,33.7,2,33.5,40.9,"Rain, Partially cloudy"
27.1,76.43,33.4,3,29.5,90,"Rain, Overcast"
26.9,76.9,32.7,0,37.1,53.1,Partially cloudy
25.7,82.8,,2.6,22.3,63.5,"Rain, Partially cloudy"
26.6,76.03,34.6,4.2,35.3,53.2,"Rain, Partially cloudy"
26.3,77.44,32.7,2,33.4,45.3,"Rain, Partially cloudy"
26.5,76.4,34.7,0.5,25.9,39.5,"Rain, Partially cloudy"
26.2,75.21,30.8,1,27.7,44.6,"Rain, Partially cloudy"
26.7,74.4,36.2,10,22.2,44.7,"Rain, Partially cloudy"
27.1,78.1,35.9,19,24.1,50.5,"Rain, Partially cloudy"
26.7,79.8,34,4.3,27.7,55,"Rain, Partially cloudy"
26.9,77.25,34.7,9,33.5,45.8,"Rain, Partially cloudy"
27.3,76.67,36.5,17,29.5,56.2,"Rain, Partially cloudy"
27.2,79.64,34.9,0.4,29.5,90,"Rain, Overcast"
27.7,78.71,37.1,0,29.5,87.5,Overcast
25.9,89.23,31.7,22.4,24.1,97.5,"Rain, Overcast"
26.1,83.93,34,9.1,31.7,56.2,"Rain, Partially cloudy"
26.6,78.01,36.5,4,29.5,40.9,"Rain, Partially cloudy"
27.9,73.54,36.5,0,24.1,42.1,Partially cloudy
28.4,72.84,36.8,0,24.7,41.8,Partially cloudy
27.8,75.62,37,1,24.1,47.5,"Rain, Partially cloudy"
27.1,79.85,36.5,2.8,39.6,42.2,"Rain, Partially cloudy"
27.3,75.99,35.5,4,31.5,42.5,"Rain, Partially cloudy"
26.2,79.13,36.8,8.5,25.9,39.2,"Rain, Partially cloudy"
27.3,75.83,37.4,0,27.7,39,Partially cloudy
28,73.5,36.8,0,24.1,34.2,Partially cloudy
27.6,77.58,39.3,7,24.1,43.3,"Rain, Partially cloudy"
26,81.4,36.6,1,28.4,35.9,"Rain, Partially cloudy"
25.2,83.48,34.1,49.1,22.3,45,"Rain, Partially cloudy"
26.3,80.04,35.5,10.3,18.4,52.8,"Rain, Partially cloudy"
26.4,78.76,36.1,39,14.8,47.3,"Rain, Partially cloudy"
26.1,85.44,35.5,11,25.2,54.2,"Rain, Partially cloudy"
25.7,85.49,33.6,6,20.5,53.1,"Rain, Partially cloudy"
26.4,83.03,37.3,12,14.8,57.2,"Rain, Partially cloudy"
26.8,80.57,36.9,0,27.7,45.1,Partially cloudy
26.2,78.96,34.9,36,20.5,49.6,"Rain, Partially cloudy"
26.2,75.87,32.6,0,40.7,37.5,Partially cloudy
27.7,70.91,35.8,0.5,24.1,48.9,"Rain, Partially cloudy"
28,71.65,36.1,8.2,25.9,45.5,"Rain, Partially cloudy"
27.8,71.16,35.3,8,25.9,36.5,"Rain, Partially cloudy"
28.4,70.85,37,0,20.5,32.1,Partially cloudy
26.5,80.87,37.2,58.9,20.5,43.7,"Rain, Partially cloudy"
26.9,78.76,36.8,0,16.6,38.8,Partially cloudy
27.4,77.03,36.8,7,14.8,40.6,"Rain, Partially cloudy"
26.8,79.51,36,17,14.8,46.5,"Rain, Partially cloudy"
26.9,81.51,37.7,67,13,47.4,"Rain, Partially cloudy"
26,87.58,37.4,30.1,16.6,77.5,"Rain, Overcast"
27.9,79.71,37.9,0,13,55,Partially cloudy
29,75.49,37.7,0,16.6,68.5,Partially cloudy
28.3,74.56,36.3,24,24.1,60.5,"Rain, Partially cloudy"
27.1,84.03,38.2,18,13,80.6,"Rain, Overcast"
27.9,81.08,37.4,13,16.6,71.9,"Rain, Partially cloudy"
26.9,85.34,36.9,26,20.5,81.3,"Rain, Overcast"
27.8,78.8,37.2,16,13.6,57.6,"Rain, Partially cloudy"
26.5,83.04,37.9,83.7,31.5,64.8,"Rain, Partially cloudy"
26.4,78.74,37.4,0,16.6,40.9,Partially cloudy
28.7,76.89,38.1,0.2,20.5,41.2,"Rain, Partially cloudy"
28.5,75.65,38.1,21.2,25.9,43.6,"Rain, Partially cloudy"
26.8,84.13,37,17,16.6,35.5,"Rain, Partially cloudy"
27.4,79.24,37.9,1.9,16.6,32.2,"Rain, Partially cloudy"
28.3,73.06,37.9,0,15.4,30.7,Partially cloudy
27.2,78.65,35.9,0.1,16.6,40,"Rain, Partially cloudy"
27.8,77.38,37.7,5,14.8,52.1,"Rain, Partially cloudy"
26.7,81.68,37.7,6,27.7,40.6,"Rain, Partially cloudy"
28.4,72.77,38.3,0,18.4,40.8,Partially cloudy
28.2,76.49,37.7,2,21.6,42.8,"Rain, Partially cloudy"
28.6,69.19,35.1,0,14.8,33.6,Partially cloudy
27.9,70.01,36.1,0,18.4,30.6,Partially cloudy
28.8,71.42,38.1,0,20.5,33.3,Partially cloudy
28.4,73.89,37.6,0.6,22.3,41.2,"Rain, Partially cloudy"
28.2,76.53,37.7,20.7,16.6,39.4,"Rain, Partially cloudy"
27.9,77.39,37.7,25,18.4,38.7,"Rain, Partially cloudy"
29.1,72.7,38.4,0,20.5,34.7,Partially cloudy
28.7,75.84,37.7,3.5,20.5,36.8,"Rain, Partially cloudy"
28.8,71.41,37.9,0,101.9,31.9,Partially cloudy
29.1,72.39,38.5,0,17.4,31.8,Partially cloudy
30,68.13,39.8,5,22.3,47.4,"Rain, Partially cloudy"
28.4,74.94,39.2,5.7,20.5,44.2,"Rain, Partially cloudy"
27.6,78.34,36.5,2.1,18.4,46.8,"Rain, Partially cloudy"
27.9,76.19,39,1,18.4,40.7,"Rain, Partially cloudy"
25.8,81.92,35.5,2.3,29.5,45.7,"Rain, Partially cloudy"
26.8,80.41,36.6,5.2,16.6,38.8,"Rain, Partially cloudy"
25.6,80.5,36.6,2,16.6,43.3,"Rain, Partially cloudy"
27.4,80.17,37.4,13,13,43.1,"Rain, Partially cloudy"
26.3,82.46,37.7,27,16.6,46.9,"Rain, Partially cloudy"
26.2,82.98,36.5,21,14.8,39.3,"Rain, Partially cloudy"
26.9,81.81,37.7,4.9,18.4,40.9,"Rain, Partially cloudy"
27,78.48,37.9,1.5,20.5,40.3,"Rain, Partially cloudy"
26.6,83.15,36.1,0,18.4,40.7,Partially cloudy
27.8,74.69,37.7,0,14.8,36.3,Partially cloudy
27.7,73.47,37,0,16.6,28.7,Partially cloudy
28.4,73.91,37.9,0,16.6,35.3,Partially cloudy
27.9,77.65,38.9,0.3,14.8,40.3,"Rain, Partially cloudy"
28,78.26,36.5,0,16.6,37.6,Partially cloudy
27.6,77.59,38.1,34,20.5,40.7,"Rain, Partially cloudy"
28.2,76.7,37.9,31.4,18.4,41.4,"Rain, Partially cloudy"
27.3,83.51,38.6,8,18.4,47.4,"Rain, Partially cloudy"
28.3,78.89,37.5,9,19.1,47,"Rain, Partially cloudy"
27.6,80.29,38.6,81,18.4,58,"Rain, Partially cloudy"
27.6,81.84,37.7,14.8,22.3,40.8,"Rain, Partially cloudy"
28.6,75.73,38.8,0,14.8,42.1,Partially cloudy
28.7,73.34,37.2,0,14.8,32.3,Partially cloudy
29,73.95,36.7,0.3,18.4,44,"Rain, Partially cloudy"
28.4,76.87,37.4,0,18.4,34.6,Partially cloudy
28.7,75.31,37.4,0,22.3,39.5,Partially cloudy
28.3,77.43,39.1,15,25.9,35.6,"Rain, Partially cloudy"
28.6,75.86,38.3,6,25.9,43.1,"Rain, Partially cloudy"
28.7,74.45,37.7,16,29.5,38.8,"Rain, Partially cloudy"
29.3,71.59,37.7,0,31.5,37.8,Partially cloudy
29.3,73.68,38.1,2,22.3,33.8,"Rain, Partially cloudy"
29.3,71.25,37.2,0,16.6,30.5,Partially cloudy
29,73.07,39.2,0,18.4,34,Partially cloudy
28.8,71.68,37.9,0,32.4,32.2,Partially cloudy
29.2,68.88,37.7,0,18.4,31.3,Partially cloudy
28,73.57,37.3,0,24.1,33.7,Partially cloudy
28.6,74.6,36.6,0.4,24.1,42.6,"Rain, Partially cloudy"
27.9,79.33,38.5,13,18.4,38.3,"Rain, Partially cloudy"
27.9,77.16,37.7,5,16.6,36.8,"Rain, Partially cloudy"
29.1,72.47,36.8,0,22.3,38.6,Partially cloudy
28.3,74.14,36.9,28.1,24.1,36.4,"Rain, Partially cloudy"
28.9,70.2,35.8,0,22.2,38.2,Partially cloudy
28.6,70.01,36.2,0,14.8,34.2,Partially cloudy
28.4,72.3,37.9,8,25.9,49.2,"Rain, Partially cloudy"
28.2,74.83,36.5,0,20.5,34.5,Partially cloudy
28.4,73.62,36.4,0,22.3,33.3,Partially cloudy
29.1,71.27,36.5,0,20.5,34.8,Partially cloudy
28.2,76.07,36.8,3,21.7,38.3,"Rain, Partially cloudy"
28.7,75.99,36.5,7,29.5,42.5,"Rain, Partially cloudy"
28.2,76.67,37.7,2,25.9,38.2,"Rain, Partially cloudy"
29.3,70.32,36.8,0,18.4,37.9,Partially cloudy
29.8,66.91,36.8,0,16.6,33.4,Partially cloudy
29,70.84,36.3,0,20.5,34.3,Partially cloudy
28.6,69.48,35.8,0,20.5,29.8,Partially cloudy
27.9,64.02,33.3,0,20.5,26.7,Partially cloudy
27.6,68.4,34.1,0,16.6,23.7,Clear
28.6,67.31,35.6,0,14.8,30.7,Partially cloudy
28.6,71.6,36.5,0,20.5,36,Partially cloudy
29.2,70.58,36.5,0,24.1,29.5,Partially cloudy
29,70.02,35.8,0,25.9,31.3,Partially cloudy
28.7,69.94,36.8,0,20.5,29.7,Partially cloudy
28.4,69.92,35.9,0,18.4,24.6,Clear
28.4,71.85,35.5,2,16.6,31.8,"Rain, Partially cloudy"
28.9,72.56,36.8,0,20.5,40.6,Partially cloudy
28.9,73.47,38.1,16,17.2,42.4,"Rain, Partially cloudy"
28,77.17,37.7,81,14.8,46,"Rain, Partially cloudy"
27.9,73.13,35.5,0,27.7,33.6,Partially cloudy
28.1,70.66,35.2,0,22.3,32.7,Partially cloudy
28.2,70.35,34.4,0,18.4,28,Partially cloudy
27.9,70.72,34.9,0,20.5,38.8,Partially cloudy
28.3,72.75,36.5,0.4,27.7,44.4,"Rain, Partially cloudy"
27.4,81.54,35.8,146.2,31.5,61.2,"Rain, Partially cloudy"
28.4,76.06,35.5,18,22.3,41.7,"Rain, Partially cloudy"
28.5,73.49,35,0.1,25.9,40.2,"Rain, Partially cloudy"
28.5,71.89,36.8,0,24.1,24,Clear
28.4,74.06,35.5,0,20.5,38.1,Partially cloudy
28.5,72.62,36.1,0,16.6,34.6,Partially cloudy
28,74.24,35.5,0,20.5,36.8,Partially cloudy
28.9,72.36,36.1,0,25.9,47.3,Partially cloudy
28.4,73,35.6,0,25.9,44.2,Partially cloudy
28.7,69.77,36.9,0,29.5,34.5,Partially cloudy
28.3,70.53,35.1,0,18.4,32.7,Partially cloudy
27.1,70.51,33.3,0,27.7,30.7,Partially cloudy
27.1,70.98,33.1,0.9,25.9,33.9,"Rain, Partially cloudy"
26.6,71.17,32.2,0,20.5,33.9,Partially cloudy
27.4,68.22,32.9,0,22.3,29.6,Partially cloudy
27.8,70.64,33.3,0,22.3,32.2,Partially cloudy
27.9,70.74,33.9,5,22.3,36.4,"Rain, Partially cloudy"
27.8,71.36,34.1,0,25.9,33,Partially cloudy
27.7,72.14,34.4,0,24.1,32.4,Partially cloudy
28.3,69.9,34.6,0,26.5,36.2,Partially cloudy
28,70.4,33.9,0.8,24.1,33.4,"Rain, Partially cloudy"
27.6,68.34,33.3,0,25.9,30.5,Partially cloudy
26.9,70.12,33,0,24.1,35.5,Partially cloudy
27,71.02,33.7,0,20.5,26.5,Partially cloudy
27.4,72,34.7,0,20.5,30.1,Partially cloudy
28.2,71.66,34.6,0,17.8,29.3,Partially cloudy
27.1,75.29,34.1,2,18.4,39.3,"Rain, Partially cloudy"
27,71.96,34.7,0,27.7,34.7,Partially cloudy
26.4,70.11,32.2,0,22.3,34.8,Partially cloudy
26,67.49,31.6,0,20.5,33.4,Partially cloudy
26.2,63.6,31.9,0,18.4,21.5,Clear
27.2,66.15,34,0,17.8,32.7,Partially cloudy
27.7,68.66,33.7,0,24.1,31.7,Partially cloudy
27.6,72,34.7,0,16.6,32.7,Partially cloudy
27.5,73.92,34.6,11,25.9,33.1,"Rain, Partially cloudy"
27.4,73.76,34.5,6,24.1,31.4,"Rain, Partially cloudy"
27.3,70.89,33.7,0,22.3,33.7,Partially cloudy
27,69.87,33.6,0,22.3,37.8,Partially cloudy
26.7,76.56,32.6,23,24.1,40,"Rain, Partially cloudy"
27.5,68.99,32.4,0.4,24.1,35,"Rain, Partially cloudy"
26.9,69.13,32.1,0,25.9,37.7,Partially cloudy
27,69.16,32.8,0,22.3,31.1,Partially cloudy
26.7,69.3,32.8,0,22.3,33.4,Partially cloudy
27.5,71.46,32.8,9,25.9,38.2,"Rain, Partially cloudy"
27.4,70.74,33.3,0,24.1,35,Partially cloudy
28.1,67.29,33.4,0,19.8,35.1,Partially cloudy
27.6,69,33.8,0,25.9,26.7,Partially cloudy
27.4,70.91,33.3,0,24.1,29,Partially cloudy
28.2,70.41,34.6,0,33.5,31.2,Partially cloudy
28.3,69.67,36.5,0,40.7,39.8,Partially cloudy
28.1,66.45,34.1,0,46.8,33.5,Partially cloudy
27.2,68.2,32.6,0,24.1,29.7,Partially cloudy
27,69.22,33.7,0,22.3,26.4,Partially cloudy
27.3,69.45,34.6,0,25.9,28.2,Partially cloudy
27.1,70.59,33.6,0,24.1,25,Clear
27.1,67.74,32.3,0,27.7,29,Partially cloudy
26.1,68.31,31.9,0,24.1,29.5,Partially cloudy
26.6,65.43,31.6,0,27.7,28.8,Partially cloudy
26.9,65.95,32.4,0,31.6,30.5,Partially cloudy
26.4,66.42,31.9,0,29.5,25.7,Partially cloudy
26,64.39,30.9,0,24.1,28.8,Partially cloudy
25.7,64.95,31.5,0,18.4,27.6,Partially cloudy
25.8,68.37,31.4,0,20.5,21.7,Clear
26.7,67.49,32.8,0,22.3,26.6,Partially cloudy
27.3,67.15,33.2,0,20.5,24.7,Clear
27.6,69.5,33.7,0,22.3,34,Partially cloudy
27.2,68.84,33,0,25.9,31.9,Partially cloudy
27.2,68.13,33,0,25.9,29.7,Partially cloudy
27.3,66.62,33.2,0,27.7,26.2,Partially cloudy
26.3,68.04,32.6,0,24.1,24.2,Clear
26.5,65.27,31.3,0,24.1,34,Partially cloudy
26.6,66.74,31.7,0,27.1,25.6,Partially cloudy
27,66.36,33,0,20.5,30.3,Partially cloudy
26.4,66.25,31.3,0,20.5,30,Partially cloudy
26.6,64.03,32,0,22.9,27,Partially cloudy
26.4,64.88,32.6,0,22.3,24.8,Clear
26.4,70.06,32.4,0,83.2,31.7,Partially cloudy
27.2,67.83,33,0,24.1,30.5,Partially cloudy
27.2,68.52,33,0,24.1,34,Partially cloudy
26.8,63.46,31.1,0,20.4,30.5,Partially cloudy
27,62.54,31.9,0,24.1,32.6,Partially cloudy
27.3,60.52,31.6,0,27.7,27.8,Partially cloudy
26.7,65,32.4,0,25.9,27.9,Partially cloudy
27,63.97,34.2,0,25.9,30.2,Partially cloudy
26.3,60.3,31,0,25.9,29.9,Partially cloudy
26.3,61.87,31.6,0,24.1,28.9,Partially cloudy
26.7,61.95,31.9,0,22.3,27.5,Partially cloudy
27.4,57.93,31.6,0,29.5,23.7,Clear
27.1,60.3,31.7,0,27.7,19.4,Clear
27,60.54,32,0,27.7,26.5,Partially cloudy
27.3,59.84,33.5,0,25.9,33.3,Partially cloudy
26.5,68,32.6,0,20.5,50.1,Partially cloudy
26.6,68.06,33.2,0,30.1,28.1,Partially cloudy
28.6,64.05,33.1,0,29.5,21.3,Clear
28.2,66.43,33.7,0,29.5,27.5,Partially cloudy
28.3,64.3,35.3,0,27.7,32.3,Partially cloudy
27.6,59.06,32.6,0,27.7,29,Partially cloudy
27,60.87,32,0,20.5,31,Partially cloudy
27.3,59.31,32.4,0,24.1,21.1,Clear
27.1,64.74,32.5,0,25.9,20.6,Clear
27.9,57.98,33,0,24.1,18.3,Clear
27.4,57.25,31.6,0,20.5,24.7,Clear
27,63.29,33.4,0,25.9,29.6,Partially cloudy
27.8,61.64,33.5,0,27.7,29,Partially cloudy
28,64.78,36.1,0,25.9,26.6,Partially cloudy
28.1,64.97,34.2,0,24.1,29.6,Partially cloudy
27.8,65.29,34.2,0,27.7,29.4,Partially cloudy
27.7,62.47,33.5,0,25.9,26.4,Partially cloudy
27.9,63.34,34.6,0,21,29.4,Partially cloudy
27.6,64.32,33.3,0,22.3,29.4,Partially cloudy
27.8,64.94,33.5,0,25.9,28.6,Partially cloudy
28.1,61.55,34.6,0,27.7,28.7,Partially cloudy
27.6,62.85,33.5,0,21,31.5,Partially cloudy
27.8,60.1,33.9,0,22.3,31,Partially cloudy
28.2,56.6,34.1,0,18.4,29.4,Partially cloudy
28,60.55,34.4,0,24.1,23.7,Clear
28.9,58.99,35.7,0,22.3,26.9,Partially cloudy
28.9,60.73,34.9,0,18.4,32.9,Partially cloudy
28.2,65.29,34.6,0,27.7,29.9,Partially cloudy
28.4,66.2,35.2,0,24.1,33.3,Partially cloudy
28.8,66.23,35.6,0,22.3,31,Partially cloudy
29.2,65,37.4,0,22.3,27.5,Partially cloudy
28.7,67.06,35.5,0,37.1,29.9,Partially cloudy
29.2,59.23,35.8,0,37.1,26.3,Partially cloudy
28.7,62.93,35.1,0,27.7,32.4,Partially cloudy
