Temperature,Relative_Humidity,Heat_Index,Precipitation,Wind_Speed,Cloud_Cover,Condition
28.5,76.71,38,0,18.4,37.7,Partially cloudy
28.7,68.96,36.8,0,16.6,28.6,Partially cloudy
27.2,81.87,36.5,6,16.6,53.5,"Rain, Partially cloudy"
28.7,76.19,36.7,0,24.1,38,Partially cloudy
28.6,74.68,37.9,0,18.4,46.8,Partially cloudy
27,79.27,37.7,27.9,20.5,42.3,"Rain, Partially cloudy"
28.5,73.98,35.8,0,14.8,39.3,Partially cloudy
28.7,72.1,35.7,0,18.4,33.4,Partially cloudy
28,69.79,35.7,0,25.2,23.3,Clear
27.9,69.05,36,0,18.4,32.9,Partially cloudy
28.2,70.66,35.8,0,14.8,28.5,Partially cloudy
28.5,74.38,36.8,3,18.4,43.7,"Rain, Partially cloudy"
25.7,87.46,,50.8,16.6,60.8,"Rain, Partially cloudy"
27.7,79.34,35.7,8,18.4,37.8,"Rain, Partially cloudy"
28.2,78.75,37,0,18.4,35.1,Partially cloudy
28.6,78.06,38.3,5,22.3,32.2,"Rain, Partially cloudy"
28.4,78.42,37.9,7.9,25.9,36.5,"Rain, Partially cloudy"
28.7,76.48,38.2,0,24.1,31.6,Partially cloudy
28.6,75.25,37.7,0,22.3,33.3,Partially cloudy
27.7,71.25,34.1,0,22.3,29.7,Partially cloudy
28.3,63.06,33.6,0,27.7,25.5,Partially cloudy
27.4,68.35,33.5,0,25.9,26.5,Partially cloudy
27,69.65,33.1,0,18.4,30.7,Partially cloudy
27.3,68.57,32.6,0,22.3,26.5,Partially cloudy
27.4,70.75,33,0,24.1,24.8,Clear
28.1,71.83,35.5,0,22.3,24.1,Clear
27.3,77.66,34.6,0.4,16.6,32,"Rain, Partially cloudy"
27.4,73.27,34.6,0,20.5,33.7,Partially cloudy
27.6,72.08,35.5,0,20.5,38.4,Partially cloudy
27.9,74.37,35.1,0,14.8,37.4,Partially cloudy
27.8,72.41,34.6,0,27.1,42.5,Partially cloudy
27.2,71.16,33.3,0,27.7,27.4,Partially cloudy
27.6,66.43,31.8,0,20.5,35.2,Partially cloudy
26.9,65.1,31.9,0,18.4,22.6,Clear
26.8,69.99,33,0,20.5,24.3,Clear
28,77.58,36.2,0,18.4,49.9,Partially cloudy
28.2,79.72,36.7,0,25.9,35.5,Partially cloudy
28.6,79.3,37.4,2,27.7,37.9,"Rain, Partially cloudy"
28.5,76.63,37.7,1,20.5,29.1,"Rain, Partially cloudy"
26.9,82.54,36.5,56,25.9,46.5,"Rain, Partially cloudy"
26.1,84.31,31.3,1.2,11.2,57.8,"Rain, Partially cloudy"
27.6,76.98,35.5,0,16.6,35,Partially cloudy
27.2,73.44,33.3,0,22.3,25.2,Partially cloudy
26.8,73.74,32.9,0,16.6,32.4,Partially cloudy
27.1,67.74,32.1,0,28.8,28.6,Partially cloudy
27,71.83,32.8,0,20.5,24.7,Clear
27.6,70.11,34.1,0,31.3,25.2,Partially cloudy
27.6,69.55,33.3,0,33.5,24,Clear
27.1,72.38,32.7,0,16,26.6,Partially cloudy
27.4,78.99,35.1,0,18.4,36.9,Partially cloudy
27.6,78.92,35.5,5.5,22.3,40.7,"Rain, Partially cloudy"
27.4,73.54,34.3,0,16.6,27.1,Partially cloudy
26.5,70.19,31.9,0,20.5,24,Clear
26.2,68.16,30.5,0,20.5,21.6,Clear
26.6,66.76,31.2,0,20.5,33.9,Partially cloudy
26.3,68.8,31.3,0,18.4,16.8,Clear
26.5,69.26,33,0,18.4,8.3,Clear
26.7,69.31,32.6,0,18.4,15.6,Clear
26.5,69.69,33.2,0,22.3,19.2,Clear
26.1,69.55,31.8,0,18.4,26,Partially cloudy
26.6,64.76,31.4,0,20.5,24.5,Clear
27.8,63.05,31.7,0,22.3,24.8,Clear
27.1,70.15,32.9,0,22.3,19,Clear
26.2,70.23,31.6,0,24.1,13,Clear
25.5,69.42,30.9,0,20.5,14,Clear
26.3,66.86,33.4,0,18.4,23.2,Clear
26.6,73.09,33.4,0,20.5,29.8,Partially cloudy
27,71.93,32.7,0,20.5,35.9,Partially cloudy
27,70.47,32.6,0,16.6,11.3,Clear
27.2,70.76,33,0,18.4,22.8,Clear
26.9,71.03,33.6,0,14.8,25.2,Partially cloudy
26.7,68.35,32.6,0,16.6,24.4,Clear
26.9,67.25,32.5,0,20.5,27.2,Partially cloudy
26.9,72.73,34.5,0,29.5,28.4,Partially cloudy
27.2,71.45,34.5,0,22.3,20.9,Clear
26.6,71.28,33.3,0,16.6,20.5,Clear
26.4,67.63,32.2,0,22.3,26.9,Partially cloudy
26.5,71.37,33.8,0,22.3,26.4,Partially cloudy
26.4,76.01,31.4,0,14.8,43.7,Partially cloudy
27,74.26,34,0,22.3,28.9,Partially cloudy
26.4,72.31,32,0,22.3,23.5,Clear
25.8,71.01,31.8,0,22.3,25.7,Partially cloudy
25.6,68.72,30.6,0,20.5,24.7,Clear
24.8,68.28,30.8,0,27.7,18.1,Clear
25.4,72.17,32.6,0,17.6,21.9,Clear
25,70.51,31.1,0,14.8,26.5,Partially cloudy
25.9,69.41,31.3,0,22.3,18.4,Clear
26.4,65.56,31.1,0,24.1,23.9,Clear
26.5,66.3,31.9,0,22.3,27,Partially cloudy
26.4,68.8,34.2,0,20.5,19,Clear
25.7,67.7,32.3,0,20.5,18.2,Clear
25.6,68.18,31.3,0,29.5,9.7,Clear
25.3,69.36,31,0,22.3,14.4,Clear
26.6,66.95,32,0,25.9,21.1,Clear
26.3,69.97,32.6,0,22.3,20,Clear
26.7,70.1,33.7,0,27.7,32.3,Partially cloudy
26.6,74.05,32.1,0,32.4,25.1,Partially cloudy
26,72.75,31.6,0,22.3,19.6,Clear
26.2,64.19,30.5,0,20.5,7.1,Clear
26.4,66.31,31.1,0,29.5,15.6,Clear
26.6,67.49,32.4,0,25.9,18.8,Clear
27,66.88,32.1,0,22.3,27.1,Partially cloudy
26.2,70.47,32.8,0,22.3,17.8,Clear
26.1,66.58,31.1,0,24.1,9.7,Clear
25.7,66.19,30.8,0,22.3,18.5,Clear
26.5,59.04,30,0,22.3,24.1,Clear
25.5,68.25,31.4,0,24.1,27.2,Partially cloudy
27,64.01,31.5,0,24.1,21.7,Clear
26.6,66.19,33,0,22.3,17.2,Clear
26.3,67.65,31.9,0,24.1,16.9,Clear
26.4,68.16,32.1,0,22.3,15.5,Clear
26.5,63.75,30.9,0,27.7,24.9,Clear
26.1,64.22,31.3,0,24.1,18.2,Clear
26.4,63.99,32.4,0,22.3,23.2,Clear
26.6,61.63,31.1,0,181.4,16.1,Clear
26.3,66.34,31.9,0,20.5,12.2,Clear
26.8,67.47,33.7,0,24.1,19.3,Clear
27.8,67.64,35.3,0,29.5,31.4,Partially cloudy
27.4,68.91,34.2,0,29.5,30.7,Partially cloudy
27.3,67.21,33.5,0,20.5,28,Partially cloudy
27.1,64.88,32.1,0,20.5,25.2,Partially cloudy
26.8,63.34,33.6,0,24.1,19.1,Clear
26.4,64.42,32,0,24.1,11.1,Clear
26.4,67.91,31.9,0,31.3,16.9,Clear
26,68.08,31.6,0,25.9,18.5,Clear
26.8,65.98,32.4,0,29.5,24.2,Clear
27.2,68.26,34.3,0,25.9,15.2,Clear
28,67.52,34.9,0,22.3,17.4,Clear
27.2,72.32,34.6,0,20.5,10.7,Clear
27.9,71,34.6,0,24.1,20.7,Clear
27.9,63.57,33.5,0,24.1,14.1,Clear
27.9,65.46,33.5,0,22.3,23.6,Clear
27.5,66.97,34.3,0,25.9,14.8,Clear
27.4,62.03,33.5,0,27.7,17.5,Clear
26.7,66.55,33.5,0,18.4,17.3,Clear
27.4,67.34,34.9,0,25.2,22.7,Clear
28.1,67.43,35.5,0,22.3,20.9,Clear
28.1,68.9,34.6,0,27.7,22.4,Clear
28.1,65.4,34.6,0,25.9,24.4,Clear
28.3,64.13,34.9,0,25.9,22.4,Clear
27.9,73.18,37,0,24.1,16.3,Clear
28.8,63.78,35.1,0,33.5,24.6,Clear
28.3,65,34.2,0,22.3,19.6,Clear
27.9,67.49,34.9,0,29.5,22.5,Clear
27.9,64.22,35.3,0,25.9,22.2,Clear
27.7,64.33,34,0,22.3,9.8,Clear
28,62.11,33.7,0,18.4,6.6,Clear
28,62.72,34,0,22.3,19.2,Clear
28.1,66.65,34.3,0,22.3,27.8,Partially cloudy
28.1,65.26,35.3,0,20.5,30.9,Partially cloudy
28.1,66.51,35.3,0,22.3,27.4,Partially cloudy
28.1,68.72,34.6,0,24.1,11.2,Clear
28.9,65.93,35.5,0,22.3,7.9,Clear
29.4,64.53,36.2,0,20.5,23.9,Clear
29.2,64.96,36.2,0,22.3,24.5,Clear
28.4,64.23,35,0,25.9,30.5,Partially cloudy
28.9,63.18,34,0,22.3,28.6,Partially cloudy
29.6,62.91,35.8,0,24.1,31.3,Partially cloudy
29.2,63.13,35.9,0,22.3,23.3,Clear
28.9,68.81,39.4,0,25.9,25.4,Partially cloudy
28,66.71,37,0,18.4,23.7,Clear
29.5,61.06,38.6,0,27.7,27.9,Partially cloudy
29,65.29,37,1,20.5,34.6,"Rain, Partially cloudy"
28.6,68.11,35.6,0,24.1,24,Clear
29.5,68.14,36.6,0,35.3,22.4,Clear
29.8,67.64,37.1,0,29.5,22.8,Clear
30,67.1,37.1,0,37.1,29,Partially cloudy
27.8,71.37,37,0,27.7,28.7,Partially cloudy
28.2,73.18,38.2,1,24.1,30.1,"Rain, Partially cloudy"
29.1,67.81,36.5,0,25.3,28.8,Partially cloudy
29.4,65.63,36.4,0,31.3,15.1,Clear
29.5,66.14,37,0,20.5,24.3,Clear
30,62.51,39.4,0,20.5,21.7,Clear
29.5,58.36,37.3,0,21.6,23.8,Clear
29,60.05,34.6,0,22.3,25.3,Partially cloudy
29.1,63.2,37.3,0,20.5,21.2,Clear
29.1,64.91,35.5,0,20.5,25.8,Partially cloudy
29.5,64.29,36.3,0,25.9,37.2,Partially cloudy
29.1,70.43,37.1,0,20.5,30.9,Partially cloudy
30.3,65.4,37.6,0,29.5,36,Partially cloudy
29.1,71.88,37,0,20.5,41.7,Partially cloudy
30.2,63.52,36.1,0,22.3,33.4,Partially cloudy
30.2,63.22,37.8,0,22.3,22,Clear
30.6,59.79,39.1,0,25.9,32,Partially cloudy
29.6,67.84,38.1,0,22.3,36.3,Partially cloudy
29.9,67.86,39.5,0,24.1,42.5,Partially cloudy
29.8,64.65,37.6,0,20.5,33.2,Partially cloudy
30.5,59.41,38,0,22.3,32.7,Partially cloudy
30.2,63.07,37.8,0,29.5,28.9,Partially cloudy
30.3,62.81,37.3,0,24.1,33.2,Partially cloudy
29.8,61.93,35.9,0,18.6,29,Partially cloudy
30.9,60.24,37.2,0,21.8,25.2,Partially cloudy
30.6,63.63,38.9,0,24.1,40.3,Partially cloudy
30.3,61.31,36.8,0,22.3,27.9,Partially cloudy
30.2,59.43,36.9,0,24.1,29,Partially cloudy
30.1,62.16,37.2,0,24.1,30.1,Partially cloudy
29.9,64.73,37.2,0,19.4,33.5,Partially cloudy
31.4,58.19,38.3,0,24.1,31.8,Partially cloudy
30,67.26,37.3,0,20.5,38.8,Partially cloudy
29.1,71.95,39.5,4.2,29.5,38.5,"Rain, Partially cloudy"
28.9,70.38,39.9,4,20.5,44.6,"Rain, Partially cloudy"
28.9,69.26,38.6,0,22.3,40.4,Partially cloudy
29.2,66.76,38.4,0,24.1,34.4,Partially cloudy
28.9,70.01,38.4,0.3,14.8,47.9,"Rain, Partially cloudy"
27.3,79.36,34.8,1.7,22.3,41,"Rain, Partially cloudy"
28.3,73.17,36.8,0,24.1,33.6,Partially cloudy
28.1,73.06,37.4,0,20.5,34.5,Partially cloudy
29.2,69.98,36.8,2.2,22.3,41.8,"Rain, Partially cloudy"
29.3,71.22,37,14,22.3,37.1,"Rain, Partially cloudy"
29,72.75,38.5,32,25.9,38.4,"Rain, Partially cloudy"
28.6,75.45,59.7,0,22.3,37.7,Partially cloudy
28.3,74.64,38.2,0,22.3,40,Partially cloudy
29.1,75.29,39.4,0,14.8,46.2,Partially cloudy
29.9,72.56,41.3,0.2,20.5,41.1,"Rain, Partially cloudy"
29.2,75.25,41.7,15,23.4,48.9,"Rain, Partially cloudy"
28.5,76.05,39.3,0.1,16.6,39.8,"Rain, Partially cloudy"
27.6,78.8,38.1,1,16.6,46.4,"Rain, Partially cloudy"
27.1,78.89,37.9,4.3,16.6,42,"Rain, Partially cloudy"
27.6,78.54,37.9,0,18.4,41.1,Partially cloudy
28,79.85,39,0,11.2,45.4,Partially cloudy
29.1,75.27,39.4,0,16.6,37.1,Partially cloudy
27.8,76.81,38.7,23.5,22.3,40.4,"Rain, Partially cloudy"
28.8,74.16,39.7,2,25.9,50.2,"Rain, Partially cloudy"
28.3,77.19,37.7,5,29.5,48,"Rain, Partially cloudy"
27.4,78.86,37.1,7.2,24.1,56.9,"Rain, Partially cloudy"
27.6,79.14,37.9,0,22.3,42.1,Partially cloudy
27.5,80.75,37.5,1,14.8,40.7,"Rain, Partially cloudy"
27.2,83.29,37.7,5,14.8,46.2,"Rain, Partially cloudy"
27.5,79.5,37.9,0,18.4,40,Partially cloudy
27,80.89,40.8,61.5,18.4,46.9,"Rain, Partially cloudy"
27.4,79.2,38.3,1,24.1,42.4,"Rain, Partially cloudy"
28.8,74.42,38.3,2.5,24.1,44.4,"Rain, Partially cloudy"
28.5,73.75,38.7,0,14.8,38.5,Partially cloudy
27.2,79.78,37.7,0,31.3,53.4,Partially cloudy
28.5,72.77,36.8,0,18.4,40,Partially cloudy
28.7,74.07,38.6,0,18.4,35.1,Partially cloudy
27.7,78.98,36.8,0,20.5,43.4,Partially cloudy
28.2,76.83,37.9,0.8,16.6,42.3,"Rain, Partially cloudy"
26.9,81.45,38.8,24,20.5,53.8,"Rain, Partially cloudy"
26.6,84.29,35.3,3.4,14.8,55.3,"Rain, Partially cloudy"
26.8,83.85,33,3,22.2,48.8,"Rain, Partially cloudy"
27.5,82.93,36.6,4,13,45.2,"Rain, Partially cloudy"
28.3,76.79,37.5,7.9,27.7,42.4,"Rain, Partially cloudy"
27.5,80.52,38,2,25.9,36.2,"Rain, Partially cloudy"
27,82.64,38.1,33,16.6,56,"Rain, Partially cloudy"
26.1,86.91,37,41.9,18.4,57.6,"Rain, Partially cloudy"
27,82.48,35.8,1,16.6,44.4,"Rain, Partially cloudy"
26.9,81.89,37.5,2,925.9,49.4,"Rain, Partially cloudy"
27.1,79.81,34.3,0.9,27.7,48.7,"Rain, Partially cloudy"
26.3,82.79,37.6,12,27.7,48,"Rain, Partially cloudy"
27.9,73.88,35.8,0.1,27.7,46,"Rain, Partially cloudy"
28.4,65.75,36,0,35.3,32.1,Partially cloudy
27.6,71.76,35.5,0,38.9,42.7,Partially cloudy
29.2,69.05,38.1,0,38.3,46.1,Partially cloudy
29.1,69.06,38,0,40.7,54.5,Partially cloudy
29,70.81,36.8,0,35.3,49.5,Partially cloudy
28.1,73.79,37.9,0.2,31.3,43.8,"Rain, Partially cloudy"
26.9,79.11,37.5,17.5,31.3,72.1,"Rain, Partially cloudy"
26.3,84.76,35.1,29.6,22.3,50.1,"Rain, Partially cloudy"
27.3,77.36,36.8,15.7,24.7,49.4,"Rain, Partially cloudy"
27.8,74.78,36.8,3,22.3,38,"Rain, Partially cloudy"
27.6,76.84,35.2,1,35.3,37.3,"Rain, Partially cloudy"
27,78.28,39.3,11.2,35.3,56.6,"Rain, Partially cloudy"
26.6,82.35,36.1,11.8,31.6,53.6,"Rain, Partially cloudy"
27.2,79.87,38.6,19,31.3,49.5,"Rain, Partially cloudy"
26.9,81.42,36.5,2.5,20.5,49.4,"Rain, Partially cloudy"
28.1,74.97,37.4,0,54,41.2,Partially cloudy
26,83.1,32.7,13,22.8,48.5,"Rain, Partially cloudy"
27.2,78.73,38.5,3,22.3,49.2,"Rain, Partially cloudy"
26.6,81.28,36.8,40.9,29.5,46.1,"Rain, Partially cloudy"
26.7,79.55,38.1,19.3,16.6,50.3,"Rain, Partially cloudy"
26.4,80.11,39.3,19.7,16.6,47.9,"Rain, Partially cloudy"
27.1,76.49,38,0.4,18.4,41.9,"Rain, Partially cloudy"
26.6,81.39,38.6,69,25.9,45.7,"Rain, Partially cloudy"
27.2,80.06,37.7,1.1,18.4,41.3,"Rain, Partially cloudy"
26.8,84.01,37,5,16.7,55.7,"Rain, Partially cloudy"
27,85.26,35.6,9,13,55.6,"Rain, Partially cloudy"
27,83.32,36.5,15,18.4,42.3,"Rain, Partially cloudy"
28.5,77.84,37.9,0,14.8,43,Partially cloudy
28.5,75.98,39.3,0,24.1,38.3,Partially cloudy
29.1,71.18,39.2,0,16.6,34,Partially cloudy
28.7,72.71,37.6,0,22.3,34.7,Partially cloudy
29,71.8,37.5,0,14.8,35.2,Partially cloudy
28.7,71.96,38,0,14.8,33.5,Partially cloudy
28,73.99,36.9,3,16.6,30.2,"Rain, Partially cloudy"
27.3,78.32,35,36,24.1,46.4,"Rain, Partially cloudy"
28.2,75.72,37.1,0.7,16.6,41.3,"Rain, Partially cloudy"
26.7,81.04,35.8,4,16.6,41.7,"Rain, Partially cloudy"
27.8,75.45,35.8,0,21.1,46.9,Partially cloudy
27,76.73,36.9,0,25.9,46.3,Partially cloudy
26.1,83.94,35.1,104.9,16.6,55.3,"Rain, Partially cloudy"
26.9,80.35,36.3,0.4,18.4,35.4,"Rain, Partially cloudy"
27.1,79.35,36.5,0,24.1,44.5,Partially cloudy
27.2,75.71,34.7,0,25.9,45.7,Partially cloudy
26.7,78.42,32.3,0,25.3,46.3,Partially cloudy
27.2,75.61,34.1,0.3,29.5,38.8,"Rain, Partially cloudy"
28.2,74.15,37.1,0,33.5,51.4,Partially cloudy
27.1,79.9,34.3,23.3,25.9,53.1,"Rain, Partially cloudy"
27.3,82.03,37.9,15.2,33.5,50.5,"Rain, Partially cloudy"
27.7,79.75,39.4,9.8,25.9,40.6,"Rain, Partially cloudy"
27.3,82.56,37.9,47,27.7,41.2,"Rain, Partially cloudy"
26.7,83.68,37.9,13,31.3,45.2,"Rain, Partially cloudy"
27.4,78.97,39.3,38,35.3,54.1,"Rain, Partially cloudy"
28.1,79.81,37.7,0,21,57.4,Partially cloudy
27.5,79.32,36.3,0.2,22.3,44.7,"Rain, Partially cloudy"
27,80.58,38.7,17.5,33.2,47.9,"Rain, Partially cloudy"
27.9,76.8,39.1,4.3,31.3,44.5,"Rain, Partially cloudy"
26.2,82.02,35.1,6,29.5,44.7,"Rain, Partially cloudy"
28.3,71.38,37.9,0.8,31.3,41.8,"Rain, Partially cloudy"
28.3,74.43,36.9,0.5,14.8,44.3,"Rain, Partially cloudy"
27.3,82.61,37.7,8.8,21.4,53,"Rain, Partially cloudy"
27.3,80.49,38,1.3,25.9,50.9,"Rain, Partially cloudy"
27,82.9,38.1,35.8,18.4,49.7,"Rain, Partially cloudy"
26.8,81.7,35.6,33,22.3,44.1,"Rain, Partially cloudy"
26.8,81.01,37.5,5,18.4,41.2,"Rain, Partially cloudy"
26.7,82.36,36.5,33,16.6,48.2,"Rain, Partially cloudy"
26.5,81.3,38,53.7,25.9,43.6,"Rain, Partially cloudy"
26.1,82.86,35.5,3.5,21.1,44.9,"Rain, Partially cloudy"
25.7,84.18,35.6,6,14.8,44.2,"Rain, Partially cloudy"
26.4,83.95,37.2,77,18.4,47.9,"Rain, Partially cloudy"
27.1,83.91,39.3,6,25.2,41,"Rain, Partially cloudy"
27,84.86,36.3,24,13,54.1,"Rain, Partially cloudy"
28.8,76.61,36.6,0,18.4,42.5,Partially cloudy
28.7,74.31,37.8,0,14.8,38.7,Partially cloudy
28.8,73.38,37.1,0,18.4,48.4,Partially cloudy
29.1,75.63,38.5,40,18.4,40.5,"Rain, Partially cloudy"
28.6,73.3,36.3,15,16.6,40.1,"Rain, Partially cloudy"
28.9,71.01,35.6,24,18.4,46.4,"Rain, Partially cloudy"
28.1,77.88,37.9,26.3,25.9,47.3,"Rain, Partially cloudy"
27.9,77.83,39.4,2.2,15.7,49.7,"Rain, Partially cloudy"
28.8,76.75,39.5,0,14.8,37.4,Partially cloudy
28,80.49,38.7,0,16.6,45.9,Partially cloudy
27.8,79.54,37.7,0.2,18.4,33.8,"Rain, Partially cloudy"
27.5,80.71,37.4,19,14.8,48.9,"Rain, Partially cloudy"
28.4,80.82,40,0,25.9,43.9,Partially cloudy
28.5,77.34,37.4,0,16.6,38.5,Partially cloudy
28.6,76.58,38.8,0,20.5,39.4,Partially cloudy
28.5,76.82,37.6,0,16.6,35.1,Partially cloudy
29.1,78.06,39.5,14,14.8,38.7,"Rain, Partially cloudy"
27.5,84.35,37.4,94.2,18.6,55.8,"Rain, Partially cloudy"
26.6,84.91,35.1,4.3,16.6,49.2,"Rain, Partially cloudy"
27.2,80.25,35.2,2,12.4,47.5,"Rain, Partially cloudy"
27,83.63,38,19,14.8,49.5,"Rain, Partially cloudy"
27.7,82.73,36.9,0.8,13,36,"Rain, Partially cloudy"
27.5,79.85,35.2,0,14.8,45.5,Partially cloudy
27.7,76.74,36.8,0,16.6,42.7,Partially cloudy
28.3,79.16,38.2,11,18.4,43.7,"Rain, Partially cloudy"
28.4,82.92,40.8,11.9,16.6,48.5,"Rain, Partially cloudy"
27.8,83.02,39.3,37.5,22.3,48.6,"Rain, Partially cloudy"
28,80.04,38.4,3,22.3,35.1,"Rain, Partially cloudy"
28.1,78.75,38.2,0,18.4,38.6,Partially cloudy
27.1,82.33,35.6,18.4,16.6,48.9,"Rain, Partially cloudy"
27.3,80.18,34.3,0.1,24.1,44,"Rain, Partially cloudy"
27.7,79.34,37.4,13,22.3,40.2,"Rain, Partially cloudy"
28.1,79.88,37.8,20.2,18.4,44.1,"Rain, Partially cloudy"
28.6,75.51,38.3,0,22.3,33.6,Partially cloudy
27.9,80.13,36.3,20,24.1,43.7,"Rain, Partially cloudy"
27.8,82.95,35.6,15,18.4,39.4,"Rain, Partially cloudy"
28.3,74.77,36.3,0,27.7,35,Partially cloudy
28.3,72.38,35.8,0,16.6,35.9,Partially cloudy
27.8,76.15,36,7,22.3,47.7,"Rain, Partially cloudy"
28.9,74.09,37.9,0,25.9,42.1,Partially cloudy
28.8,74.03,36.8,0,24.1,29.1,Partially cloudy
29.6,69.51,36.6,0,22.3,38.4,Partially cloudy
29,70.9,35.6,0,20.5,35.5,Partially cloudy
28.2,73.93,36,0,18.4,33.9,Partially cloudy
29,72.07,35.8,0,24.1,37.3,Partially cloudy
28.9,73.38,38.6,0,22.3,27.7,Partially cloudy
29.3,72.59,36.7,0,22.3,30.1,Partially cloudy
29.6,75.34,39.3,0,27.7,33.7,Partially cloudy
29.5,72.75,38.1,0,16.6,29.6,Partially cloudy
28.7,76.21,40.3,0,16.6,47.6,Partially cloudy
28.8,72.81,36.8,0,14.8,40.7,Partially cloudy
29.5,71.74,38.3,0,16.6,37.4,Partially cloudy
28.7,79.23,37.6,4,22.3,37.8,"Rain, Partially cloudy"
29.1,76.78,39.3,0.4,20.5,42.6,"Rain, Partially cloudy"
26.5,86.12,32.7,23,21.6,48.2,"Rain, Partially cloudy"
28.2,77.51,37.9,0,18.4,39.4,Partially cloudy
27.1,83.11,33.9,1,14.8,51,"Rain, Partially cloudy"
27.9,83.03,37.5,0,16.6,45.3,Partially cloudy
27.8,82.82,38.4,0.5,16.6,44.9,"Rain, Partially cloudy"
27.1,84.07,38.5,20,20.5,50.8,"Rain, Partially cloudy"
27,83.58,36.7,0,25.9,45.2,Partially cloudy
27,83.25,35.2,3,11.2,39.5,"Rain, Partially cloudy"
28.4,76.79,38.5,0,11.2,42.9,Partially cloudy
28.3,78.97,36.3,8,13,39.5,"Rain, Partially cloudy"
26.2,86.25,39.5,64,13,59,"Rain, Partially cloudy"
28.1,78.4,38.4,0.3,22.3,43.4,"Rain, Partially cloudy"
27.5,85.26,36.7,20,16.6,50.5,"Rain, Partially cloudy"
27.2,82.58,36.7,36.2,16.6,44.4,"Rain, Partially cloudy"
24.5,91.74,30.1,13.6,14.8,48.8,"Rain, Partially cloudy"
27,79.98,35.7,0,14.8,41.7,Partially cloudy
27.2,80.58,35.3,0,18.4,39.4,Partially cloudy
26.7,81.7,35,3,17.5,40.9,"Rain, Partially cloudy"
26.7,81.52,33.6,8.1,14.8,42.6,"Rain, Partially cloudy"
26.9,85.16,37.1,26,16.6,44.5,"Rain, Partially cloudy"
26.7,86.16,35.2,14.4,18.4,45.2,"Rain, Partially cloudy"
26.7,85.39,36.2,3.1,16.6,37.6,"Rain, Partially cloudy"
27.5,81.95,36.8,1.1,13,31.2,"Rain, Partially cloudy"
27.8,83.36,38.3,44,16.6,46.3,"Rain, Partially cloudy"
26.3,86.54,37.7,10.2,20.5,49.2,"Rain, Partially cloudy"
27,84.73,35.8,1,13,46.6,"Rain, Partially cloudy"
27.2,84.75,36.3,0.5,16.6,42.5,"Rain, Partially cloudy"
26,87.59,34.5,0.2,22.3,41.8,"Rain, Partially cloudy"
25.9,89.51,32.3,0.8,10.3,38.4,"Rain, Partially cloudy"
26.5,86.75,33.2,10.9,20.5,56.5,"Rain, Partially cloudy"
28,78.94,35.1,12,14.8,47.1,"Rain, Partially cloudy"
26.3,85.27,33.5,25,22.1,49.6,"Rain, Partially cloudy"
25.9,85.73,34.8,14.1,37.1,47.2,"Rain, Partially cloudy"
27.3,83.56,36.3,4,22.3,48.2,"Rain, Partially cloudy"
27.7,82.39,35,5.8,22.3,45.2,"Rain, Partially cloudy"
25.9,89.18,30.8,23.2,14.4,49.5,"Rain, Partially cloudy"
27.7,81.07,37.9,0,13,46.7,Partially cloudy
28.1,82.08,37.6,11,18.4,43.4,"Rain, Partially cloudy"
27.9,81.11,37.7,0,20.5,46.3,Partially cloudy
28,76.44,35.6,0.3,14.8,41.8,"Rain, Partially cloudy"
27.8,79.75,36.8,29,24.1,38.9,"Rain, Partially cloudy"
28.3,79.86,37.4,1,18.4,41.8,"Rain, Partially cloudy"
28.3,77.15,38.1,0,13,36.4,Partially cloudy
28.3,74.3,35.8,0,20.5,30.2,Partially cloudy
28.4,74.37,36.7,0,14.8,35.9,Partially cloudy
28.3,73.72,37.1,0,16.6,37,Partially cloudy
27.8,76.96,36.4,0,19.7,39.2,Partially cloudy
27.6,75.98,35.9,0,14.8,31.9,Partially cloudy
28.4,77.19,35.9,1,22.3,41.9,"Rain, Partially cloudy"
27.6,77.19,35.1,0,20.5,42.7,Partially cloudy
26.5,83.96,31.9,20.7,31.7,47,"Rain, Partially cloudy"
25.2,88.62,30.6,34.9,37.1,45,"Rain, Partially cloudy"
27.2,81.38,34.9,2,27.7,46.7,"Rain, Partially cloudy"
27.3,74.2,32.9,0,25.9,34.6,Partially cloudy
26.8,73.39,33.8,0,24.1,31,Partially cloudy
26.8,73.42,33.4,0,20.5,39.3,Partially cloudy
26.6,77.7,34.3,0,20.5,38.3,Partially cloudy
27.5,75.09,34.3,0,32.4,29.6,Partially cloudy
26.8,79.19,35.5,0,18.4,38.4,Partially cloudy
26.5,81.79,34.1,1,37.1,43.1,"Rain, Partially cloudy"
27.2,79,35,0,16.6,39.2,Partially cloudy
27.3,80.24,35,30,20.5,51.4,"Rain, Partially cloudy"
26.1,83.08,35.1,22.1,17.6,42.5,"Rain, Partially cloudy"
26.3,82.37,32.9,0,14.4,31.9,Partially cloudy
26.7,79.6,35.1,0,14.8,30.5,Partially cloudy
27.1,71.07,33.8,0,13,32.5,Partially cloudy
26.5,69.36,33,0,16.6,30.6,Partially cloudy
26.1,69.97,32.8,0,18.4,33.5,Partially cloudy
26.2,73.35,32,0,16.6,32.6,Partially cloudy
26.7,73.68,32.6,0,22.3,34.6,Partially cloudy
27.2,76.99,33.9,0.5,24.1,36.9,"Rain, Partially cloudy"
28.2,74.32,35.2,0,35.3,32.6,Partially cloudy
