Date,Temperature,HeatIndex,Precipitation,WindSpeed,Conditions,Visibility,CloudCover,RelativeHumidity
5/2/1994,28.9,40.7,0,11.2,Clear,9.6,23.9,71.41
5/3/1994,28.3,38,0,20.5,Partially cloudy,9.1,41.3,74.39
5/4/1994,27.8,36.6,0,16.6,Partially cloudy,8.4,41.9,77.12
5/5/1994,27.7,35.6,0,18.4,Partially cloudy,9,31.3,73.33
5/6/1994,28.2,36.9,0,27.7,Partially cloudy,9.1,36.7,74.84
5/7/1994,27.8,35,0,44.3,Partially cloudy,9.1,29,72.93
5/8/1994,27.3,36.4,0,27.4,Partially cloudy,8.5,30.8,72.72
5/9/1994,27.9,36.9,0,18.4,Clear,8.6,21.4,70.23
5/10/1994,27.3,35,0,18.4,Partially cloudy,9,33.4,73.4
5/11/1994,26.7,35.9,9.3,18.4,"Rain, Partially cloudy",8.3,44.6,78.98
5/12/1994,27.8,34.7,0,18.4,Partially cloudy,8.8,34.6,76.21
5/13/1994,27.6,34.7,0,22.3,Partially cloudy,8.9,33.2,73.81
5/14/1994,26.1,32.5,0,22.3,Clear,9.6,17.6,68.25
5/15/1994,26.1,31.9,0,22.3,Clear,9.4,14.2,68.36
5/16/1994,26.4,31.5,0,24.1,Clear,9.6,7.1,64.08
5/17/1994,26,31.9,0,22.3,Clear,9.4,11.6,66.98
5/18/1994,26.5,33.1,0,13.1,Clear,8.8,21.7,72.21
5/19/1994,26,32.6,0,18.4,Partially cloudy,8.5,25.5,76.62
5/20/1994,26.6,34.3,0,18.4,Clear,8.1,11.6,75.86
5/21/1994,26.4,36.6,0,22.3,Clear,8.3,24.8,74.24
5/22/1994,26.3,33.8,0,18.4,Clear,8.2,14.9,73.34
5/23/1994,25.8,32.5,0,22.1,Clear,9.8,13.1,69.98
5/24/1994,25.1,31.9,0,22.4,Clear,9,12.6,68.31
5/25/1994,26.4,31.9,0,22.3,Clear,8.2,13.2,67.92
5/26/1994,26.1,33.8,0,27.5,Clear,8.9,23,72.07
5/27/1994,26.9,33.8,0,33.3,Clear,8.8,19.5,69.71
5/28/1994,27.6,34.3,0,22.3,Clear,9.4,23.5,70.91
5/29/1994,27.9,36.9,0,22.3,Partially cloudy,9.2,28.6,74.04
5/30/1994,27.4,36.9,0,18.4,Clear,9.4,23.8,73.76
5/31/1994,27.1,33.8,0,22.2,Partially cloudy,9.1,37.4,70.03
6/1/1994,26.9,33.1,0,16.6,Partially cloudy,9.1,25.3,70.52
6/2/1994,25.5,34.7,0,18.4,Partially cloudy,9.1,33,72.38
6/3/1994,27.1,35.9,0,27.5,Partially cloudy,7.7,39.4,72.25
6/4/1994,26.7,33.8,0,18.4,Partially cloudy,7.6,30.8,73.06
6/5/1994,26.6,35.9,0,16.5,Partially cloudy,7.9,27,75.39
6/6/1994,27.4,35.9,0,22,Partially cloudy,9.3,29,75.93
6/7/1994,27,35,0,33.5,Partially cloudy,9,46,73.73
6/8/1994,26.9,34.3,0,27,Partially cloudy,9.3,46.8,73.62
6/9/1994,27.8,35,0,25.6,Partially cloudy,9.5,30.8,66.69
6/10/1994,27.1,34.7,0,25.9,Partially cloudy,9.2,25.9,74.45
6/11/1994,27.9,36.7,0,27.6,Partially cloudy,10.1,36.9,72.78
6/12/1994,28.1,35.6,0,18.4,Partially cloudy,10.3,26.8,73.01
6/13/1994,27.8,35.6,0,29.5,Partially cloudy,10.1,32.1,72.89
6/14/1994,26.6,33.8,0,22.2,Partially cloudy,8,25.9,72.84
6/15/1994,26.7,33.8,0,25.9,Partially cloudy,9.5,41.1,73.51
6/16/1994,25.5,32.6,0,25.9,Clear,8.5,15.4,74.74
6/17/1994,26.6,32.6,0,18.4,Clear,8.9,9.2,70.82
6/18/1994,25.3,34.3,0,11.2,Clear,8.7,17.5,76.83
6/19/1994,26.7,33.8,0,22.3,Clear,7.9,20.4,70.85
6/20/1994,25.2,31.4,0,22.3,Clear,9,17.4,68.8
6/21/1994,25.4,31.4,0,22.3,Clear,8.5,8.7,68.75
6/22/1994,25.2,31.9,0,27.7,Clear,8.1,11.6,70.71
6/23/1994,25.7,41.7,0,18.4,Clear,6.5,7.1,73.84
6/24/1994,25.5,33.8,0,27.7,Clear,7.7,20.8,73.88
6/25/1994,25.6,33.8,0,18.4,Clear,8.5,16.2,73.18
6/26/1994,25.8,33.1,0,18.4,Partially cloudy,9.2,31.2,72.54
6/27/1994,25.4,31.6,0,18.4,Partially cloudy,9.2,29.3,75.44
6/28/1994,25.7,33.1,0,22.3,Clear,8.8,9.1,71.59
6/29/1994,25.3,31.9,0,18.4,Clear,9,15,68.88
6/30/1994,25.3,32.5,0,18.1,Clear,8.6,21.7,68.69
7/1/1994,26.1,32.6,0,18.4,Partially cloudy,7.8,36.7,70.71
7/2/1994,26.6,33.8,0,22.3,Partially cloudy,8.3,27.2,70.2
7/3/1994,25.5,33.1,0,18.4,Partially cloudy,8,28.3,72.52
7/4/1994,25.4,31.4,0,18.4,Clear,9.1,13.5,71.51
7/5/1994,25.2,32,0,22.3,Clear,9.4,8.4,71.26
7/6/1994,26.6,33,0,18.4,Clear,8.7,10.4,67.56
7/7/1994,24.4,33.8,0,20.5,Partially cloudy,8.4,26.5,74.06
7/8/1994,25.8,31.5,0,22.3,Clear,9.4,19.5,65.38
7/9/1994,26.3,32.5,0,20.5,Partially cloudy,8.7,36.7,70.97
7/10/1994,25.9,34.3,0,18.1,Clear,7.7,19,66.37
7/11/1994,25.7,33.8,0,27.7,Clear,9.2,13,70.16
7/12/1994,26.2,33.8,0,18.4,Partially cloudy,9.3,34,71.57
7/13/1994,25.7,32.6,0,27.5,Partially cloudy,8.8,26.3,74.14
7/14/1994,26.4,33.4,0,18.4,Partially cloudy,9.8,33.6,72.86
7/15/1994,26.6,33.4,0,18.4,Partially cloudy,10,36.6,73.16
7/16/1994,26.7,32,0,25.9,Partially cloudy,8.7,35.1,69.1
7/17/1994,26.4,31.6,0,22.3,Clear,9.2,18.6,69.02
7/18/1994,25,30.9,0,20.5,Clear,7.9,15.1,71.28
7/19/1994,26.1,33.6,0,18.4,Clear,8.6,22.7,70.01
7/20/1994,25.9,32.5,0,27.5,Clear,8.3,21.2,71.91
7/21/1994,26.5,33.8,0,30.9,Clear,8.5,19.1,73.18
7/22/1994,27,34.7,0,20.5,Partially cloudy,9.2,30.5,73.65
7/23/1994,26,31.6,0,24.1,Partially cloudy,9.3,26.2,71.1
7/24/1994,25.2,30.5,0,22.3,Clear,9.7,21.4,65.58
7/25/1994,25.4,30.9,0,18.4,Clear,8.3,12.3,69.78
7/26/1994,24.3,30.5,0,18.5,Partially cloudy,8.7,31.3,63.7
7/27/1994,24.4,30.7,0,18.4,Clear,8,17.8,64.4
7/28/1994,25.4,31.9,0,18.4,Partially cloudy,8.2,36.8,68.24
7/29/1994,26.4,31.9,0,27.4,Partially cloudy,9.3,29.9,66.95
7/30/1994,25.7,32.6,0,33,Partially cloudy,8.8,29.1,72.2
7/31/1994,26.6,32.5,0,24.1,Partially cloudy,9.3,26.4,68.24
8/1/1994,26.3,33.4,0,22.3,Clear,9.3,21.7,74.24
8/2/1994,27.2,33.8,0,36.6,Partially cloudy,9.8,31.3,72.44
8/3/1994,28,35.6,0,27.7,Partially cloudy,10.5,40,73.62
8/4/1994,26.8,34.7,5,25.9,"Rain, Partially cloudy",9.6,36.4,77.26
8/5/1994,26.4,33.1,0,20.5,Partially cloudy,7.8,28.6,71.44
8/6/1994,27.2,33.8,0,22.3,Clear,9.1,16.5,71.78
8/7/1994,26.6,32.6,0,25.9,Partially cloudy,9.3,25.2,73.9
8/8/1994,26.8,32.6,0,36.8,Partially cloudy,10,30.4,70.52
8/9/1994,26.8,33.8,0,24.1,Partially cloudy,8.9,28.3,70.49
8/10/1994,26.9,33.4,0,27.7,Partially cloudy,10,27.8,69.98
8/11/1994,26.3,32.6,0,27.7,Partially cloudy,8.3,31.8,71.62
8/12/1994,26.1,32.5,0,27.7,Clear,8,24.7,65.65
8/13/1994,24.9,31,0,27.4,Clear,9,22.6,63.91
8/14/1994,25.2,31,0,22.3,Clear,8.7,11.5,62.89
8/15/1994,25,32,0,27.7,Clear,8.1,24.7,68.66
8/16/1994,25.2,31.4,0,27.7,Clear,8.8,19,68.5
8/17/1994,25.1,30.5,0,27.7,Partially cloudy,9.2,31.2,66.41
8/18/1994,24.6,31.3,0,22.3,Clear,8.5,17.9,70.64
8/19/1994,25.3,30.9,0,25.9,Clear,9.8,24.1,67.14
8/20/1994,25.3,32,0,27.7,Partially cloudy,9.3,27.5,70.86
8/21/1994,24.4,31.9,0,18.4,Clear,8.8,12.8,74.63
8/22/1994,25.6,31.4,0,25.9,Clear,11.6,5,68.09
8/23/1994,25.6,31.4,0,20.5,Clear,9.2,15.1,69.13
8/24/1994,25.2,31.9,0,18.5,Partially cloudy,8.7,26.6,68.67
8/25/1994,25.9,31.9,0,27.5,Clear,9.1,18.5,67.9
8/26/1994,25.6,33,0,37.1,Clear,8.8,16.7,66.67
8/27/1994,25.7,33.8,0,20.5,Partially cloudy,8.4,30.5,71.9
8/28/1994,25.7,33.1,0,22.3,Partially cloudy,9.6,31.4,75.5
8/29/1994,25.1,31.9,0,20.5,Clear,8.6,23.2,70.64
8/30/1994,24,31,0,18.6,Clear,7.7,14.9,69.3
8/31/1994,23.5,30.1,0,33.3,Clear,9.1,23.3,67.75
9/1/1994,25,31.5,0,27.7,Clear,8.5,21.2,65.32
9/2/1994,24.8,31.9,0,22.3,Partially cloudy,8.3,36.6,69.38
9/3/1994,25.7,32.5,0,18.4,Clear,8.6,14.8,69.57
9/4/1994,25.5,33,0,18.4,Clear,8.9,24,72.17
9/5/1994,26.4,33.1,0,20.5,Partially cloudy,9.4,25.5,69.81
9/6/1994,26,33.4,0,24.1,Partially cloudy,9.5,33.5,71.42
9/7/1994,27,33.1,0,27.7,Partially cloudy,9.6,25.6,66.33
9/8/1994,28.1,33.8,0,24.1,Clear,9.8,18.9,64.19
9/9/1994,26.5,33.5,0,18.4,Clear,9.1,14.4,72.18
9/10/1994,27,34.3,0,20.5,Partially cloudy,8.6,25.5,67.83
9/11/1994,27.7,33.8,0,22.3,Partially cloudy,10.5,29.4,65.75
9/12/1994,26.8,30.7,0,27.7,Partially cloudy,9.1,26.7,61.89
9/13/1994,25.8,31.9,0,27.5,Clear,8.9,21.8,66.07
9/14/1994,26.5,33,0,18.4,Clear,8.6,11.3,66.32
9/15/1994,26.4,32.5,0,31,Clear,9.4,17.4,68.76
9/16/1994,26.3,35,0,22.2,Clear,8.9,6.6,70.1
9/17/1994,26.3,34.3,0,27.7,Partially cloudy,9.2,26.6,73.04
9/18/1994,27.5,33.6,0,22.3,Clear,9.5,15.1,66.02
9/19/1994,26,33,0,27.5,Clear,8.4,16.4,64.77
9/20/1994,26.5,32,0,25.9,Clear,9.4,18.9,61.82
9/21/1994,25.9,31.9,0,36.6,Partially cloudy,8.6,26.9,65.93
9/22/1994,26.4,33.1,0,25.9,Clear,8.9,13.2,67.8
9/23/1994,26.3,32.5,0,46,Clear,9.1,15.5,64.87
9/24/1994,26.9,32,0,27.5,Clear,9.2,11.3,64.79
9/25/1994,26.6,32.6,0,24.1,Clear,9,13.3,66.01
9/26/1994,25.5,31.9,0,27.7,Clear,8.6,11.2,65.15
9/27/1994,26.8,32.8,0,25.9,Clear,9.4,16.7,62.11
9/28/1994,25.9,34.7,0,27.6,Clear,7.4,24.6,67.98
9/29/1994,26.3,33.6,0,22.3,Clear,8.4,14.1,64.74
9/30/1994,25.8,32.7,0,46.4,Clear,8.1,23.5,67.51
10/1/1994,26.2,33.1,0,25.9,Clear,8.7,10.4,65.89
10/2/1994,26,32.5,0,27.5,Clear,8.5,12.2,68.4
10/3/1994,25.6,33.6,0,22.3,Clear,9.1,19.7,68.65
10/4/1994,26.6,35,0,36.8,Clear,9.6,17.6,67.67
10/5/1994,27.1,34.6,0,24.1,Clear,8.1,13.9,67.73
10/6/1994,28.4,39.5,0,22.3,Clear,8.8,12.4,68.39
10/7/1994,27.2,37.4,1,22.3,Rain,8,18.5,70.96
10/8/1994,28.5,36.6,0,22.3,Clear,8.9,19.4,65
10/9/1994,28.3,35.9,0,18.4,Clear,9.3,15.6,65.84
10/10/1994,27,35.9,0,31.3,Partially cloudy,8.1,29.6,71.86
10/11/1994,27.8,37.8,0,25.9,Clear,9,21.2,71.87
10/12/1994,27.8,38.4,0,22.3,Partially cloudy,8.8,28.4,70.08
10/13/1994,28,37.4,0,23.8,Clear,9,23.9,66.24
10/14/1994,27.4,38.4,0,18.4,Clear,8.4,14.9,64.13
10/15/1994,27.2,34.6,0,22.3,Clear,10,22.3,64.94
10/16/1994,27.8,34.7,0,24.1,Clear,9.4,17.1,65.98
10/17/1994,27.6,37.3,0,24.1,Partially cloudy,8.5,28,72.47
10/18/1994,29.1,35.4,0,24.1,Clear,9.2,18.8,64.93
10/19/1994,27.8,35.9,0,25.9,Clear,9.3,21.6,67.17
10/20/1994,29.1,35.9,0,27.7,Clear,9.6,11.9,59.9
10/21/1994,28.2,34.7,0,34.9,Clear,9.8,19.1,63.41
10/22/1994,29,37.4,0,27.5,Partially cloudy,9.2,25.8,64.71
10/23/1994,28.7,35.3,0,27.7,Clear,9,12.2,60.32
10/24/1994,28.5,35.9,0,22.3,Partially cloudy,9.6,29.9,63.58
10/25/1994,28.5,39.5,0,27.6,Partially cloudy,9.2,26.1,67.7
10/26/1994,28.2,36.6,0,36.5,Clear,8.5,23,68.76
10/27/1994,28.2,37.1,0,18.5,Clear,8.3,15.3,66.76
10/28/1994,28.6,36.6,0,27.6,Partially cloudy,8.9,34.5,65.79
10/29/1994,29,36.2,0,36.8,Partially cloudy,9.8,30.4,64.29
10/30/1994,29.1,38.2,0,51,Partially cloudy,10.1,41.8,65.3
10/31/1994,28.7,38.2,0,54.7,Partially cloudy,9.8,39.9,73.19
11/1/1994,28,38.2,0,14.8,Partially cloudy,9.5,34.5,73.61
11/2/1994,27.6,36.9,0,31,Partially cloudy,8.5,33.4,72.3
11/3/1994,29.5,39.6,0,18.4,Partially cloudy,9.6,34.7,67.72
11/4/1994,28.4,42,22,18.4,"Rain, Partially cloudy",8.1,43,74.08
11/5/1994,28.3,39.4,10,36.6,"Rain, Partially cloudy",8.2,37.7,75.41
11/6/1994,29.5,38.2,0,33.2,Partially cloudy,9.6,37.1,67.18
11/7/1994,29.2,37.1,0,36.8,Clear,9.1,23.7,67.41
11/8/1994,28.8,39.5,15,27.6,Rain,8.9,22.9,70.37
11/9/1994,29.2,39.5,0,27.7,Clear,8.9,20.3,67.47
11/10/1994,29.4,38.7,0,22.3,Clear,8.4,22,66.44
11/11/1994,29.8,39.6,0,18.4,Partially cloudy,9.8,27.5,67.01
11/12/1994,28.9,39.9,1,18.5,"Rain, Partially cloudy",8.7,29.3,68.62
11/13/1994,29.7,38.7,0,36.6,Partially cloudy,9.3,35,64.88
11/14/1994,28.7,40.9,0,22.3,Partially cloudy,8.6,43.4,70.67
11/15/1994,27,38,13,18.4,"Rain, Partially cloudy",7.5,40,78.29
11/16/1994,27.4,39.5,110,24.1,"Rain, Partially cloudy",7.2,45.2,78.21
11/17/1994,28.3,39.4,0,13,Partially cloudy,8.1,43.9,75.11
11/18/1994,28.7,39.4,0,22,Partially cloudy,8.9,44.7,70.66
11/19/1994,28.8,38.4,0,36.6,Partially cloudy,8.2,35.3,70.7
11/20/1994,28.8,39.5,12,27.7,"Rain, Partially cloudy",9.2,49.7,72.31
11/21/1994,29.4,39.5,0,36.8,Partially cloudy,9.5,32.3,67.77
11/22/1994,28.6,42.1,0,27.4,Clear,8.6,21.2,73.89
11/23/1994,28.9,38.4,0,25.9,Partially cloudy,9,38.2,71.35
11/24/1994,27.6,38.7,91,36.5,"Rain, Partially cloudy",8.9,44.1,71.48
11/25/1994,29.1,36.7,0,18.3,Partially cloudy,9.7,60.8,68.79
11/26/1994,29.1,39.5,0,18.1,Partially cloudy,9.6,46,73.27
11/27/1994,29,39.6,3.5,14.8,"Rain, Partially cloudy",8.7,42.2,72.14
11/28/1994,26.9,40.7,45.3,24.1,"Rain, Partially cloudy",8.6,48.8,77.66
11/29/1994,27.3,36.7,2,36.5,"Rain, Partially cloudy",8.3,53.8,77.75
11/30/1994,27.7,40.8,4.42,18.4,"Rain, Partially cloudy",8,49.6,78.79
12/1/1994,28.5,38.2,0,24,Partially cloudy,8.3,43.8,75.22
12/2/1994,27.8,39.6,0,27.7,Partially cloudy,6.8,40.9,76.58
12/3/1994,28.6,39.5,0,22.3,Partially cloudy,8.6,44.7,75.6
12/4/1994,26,34.7,39,27.2,"Rain, Partially cloudy",6.9,57.3,88.24
12/5/1994,27.7,37.9,4,18.4,"Rain, Partially cloudy",8.3,47.6,78.52
12/6/1994,29.5,39.6,12,18.4,"Rain, Partially cloudy",8.5,48.2,72.72
12/7/1994,28.6,39.3,11,27.3,"Rain, Partially cloudy",8.9,44.2,78
12/8/1994,27.2,36.7,5,11.3,"Rain, Partially cloudy",7.8,52.6,82.57
12/9/1994,26.2,38,2.9,24.1,"Rain, Partially cloudy",5.6,52.3,86.57
12/10/1994,24.9,33.7,21.1,18.4,"Rain, Partially cloudy",5.6,58.5,90.56
12/11/1994,25.6,33.7,9,9.4,"Rain, Partially cloudy",4.5,57.8,87.31
12/12/1994,27.2,38,8.37,32.9,"Rain, Partially cloudy",8.1,54.3,82.88
12/13/1994,28.1,39.5,0,20.5,Partially cloudy,9.4,46.6,77.04
12/14/1994,26.4,40.7,6,29.5,"Rain, Partially cloudy",7.6,55.7,85.96
12/15/1994,27.4,40.7,0.3,31.3,"Rain, Partially cloudy",8.7,46.5,79.59
12/16/1994,25.1,38,26,33.5,"Rain, Partially cloudy",7.6,49.5,85.03
12/17/1994,28,39.4,0,41.4,Partially cloudy,8.6,50.1,76.98
12/18/1994,27.7,38.2,0,32.8,Partially cloudy,9.1,42.1,75.69
12/19/1994,27.8,35.6,2,18.4,"Rain, Partially cloudy",10.1,41.4,76.17
12/20/1994,26.3,36.9,16,36.3,"Rain, Partially cloudy",7.8,39.2,81.28
12/21/1994,26.6,36.7,11,20.5,"Rain, Partially cloudy",8.4,46.9,81.81
12/22/1994,27.3,35.9,0.4,29.2,"Rain, Partially cloudy",8.7,38,76.69
12/23/1994,27.2,35.9,0,32.9,Partially cloudy,9.6,37.8,69.25
12/24/1994,27.4,38.2,0,18.1,Partially cloudy,9.4,32.7,72.05
12/25/1994,28.5,39.4,14,18.4,"Rain, Partially cloudy",8.9,38.6,74.31
12/26/1994,28.1,38.2,0,27.3,Partially cloudy,8.7,34.5,74.86
12/27/1994,27.8,40.7,9,14.8,"Rain, Partially cloudy",9,38,76.65
12/28/1994,29.1,40.7,0,18.4,Partially cloudy,9,33.1,72.02
12/29/1994,28.9,38.4,18,18.4,"Rain, Partially cloudy",9.3,38.2,76.93
12/30/1994,29.2,45.5,2,27.7,"Rain, Partially cloudy",8.4,42.6,75.47
12/31/1994,29,42,20,27.7,"Rain, Partially cloudy",7.6,38.9,77.88
1/1/1995,26.8,39.3,49,32.8,"Rain, Partially cloudy",7.7,47.3,87.97
1/2/1995,26.5,37.9,52,36.5,"Rain, Partially cloudy",7.7,41.2,86.38
1/3/1995,27.3,38.2,5,18.2,"Rain, Partially cloudy",7.7,45.5,81.31
1/4/1995,27.9,39.4,0,22.3,Partially cloudy,9.5,36.6,78.08
1/5/1995,26.4,36.3,0,18,Partially cloudy,6.6,45.4,87
1/6/1995,26.6,37.9,44,18.4,"Rain, Partially cloudy",7.4,44.9,88.68
1/7/1995,26.1,37.9,26.39,18.4,"Rain, Partially cloudy",6.3,48.8,86.36
1/8/1995,26.9,42,0,22,Partially cloudy,7.5,47.1,84.03
1/9/1995,27.4,38,53,16.6,"Rain, Partially cloudy",8.8,45.2,80.88
1/10/1995,25.9,36.3,6.6,18.2,"Rain, Partially cloudy",7.1,49.5,88.85
1/11/1995,25.9,39.4,37.49,18.4,"Rain, Partially cloudy",7.2,51,86.22
1/12/1995,26,38,79.2,29.5,"Rain, Partially cloudy",7.7,48.6,87.37
1/13/1995,24.7,30.2,21.3,27.7,"Rain, Partially cloudy",7.9,63.6,91.91
1/14/1995,25.8,33.6,0,37.1,Overcast,9.9,81.1,76.52
1/15/1995,26.8,35.6,1.08,37.1,"Rain, Overcast",8.8,76.9,78.16
1/16/1995,26.7,35.2,0,46.4,Partially cloudy,9.2,49.2,82.69
1/17/1995,25.8,33.7,33.26,33.5,"Rain, Partially cloudy",7.9,48.4,87.47
1/18/1995,26.4,38,7,27.7,"Rain, Partially cloudy",8.8,39.2,84
1/19/1995,26.7,37.9,9,16.6,"Rain, Partially cloudy",8.2,55.7,82.19
1/20/1995,25.4,37.9,25,37.1,"Rain, Partially cloudy",6.7,47.4,90.42
1/21/1995,25.6,35.2,23.85,36.5,"Rain, Partially cloudy",8.1,54.3,84.92
1/22/1995,24.8,34.3,60,27.7,"Rain, Partially cloudy",6.6,61,87.18
1/23/1995,26.4,38.2,10.2,22,"Rain, Partially cloudy",7.6,45,82.09
1/24/1995,25.7,35.6,0.1,25.9,"Rain, Partially cloudy",7.1,45.3,89.2
1/25/1995,26.9,38,29,18.4,"Rain, Partially cloudy",8,43.3,82.53
1/26/1995,25.9,36.7,0.9,33.5,"Rain, Partially cloudy",6.9,53.5,88.69
1/27/1995,27.2,37.9,11.5,31,"Rain, Partially cloudy",8.6,37,81.54
1/28/1995,27.1,38.2,6,27.7,"Rain, Partially cloudy",8.3,45.2,84.12
1/29/1995,25.9,39.3,5.84,27.3,"Rain, Partially cloudy",8.3,40.8,87.73
1/30/1995,26.7,36.9,32.97,18.1,"Rain, Partially cloudy",6.9,40.8,85.09
1/31/1995,26,36.3,121,18.4,"Rain, Partially cloudy",6.6,51.8,89.17
2/1/1995,26.6,38,13,22.1,"Rain, Partially cloudy",8,45.9,85.9
2/2/1995,26.4,36.3,10,23.5,"Rain, Partially cloudy",6.6,53.5,89.58
2/3/1995,26.2,38,40,18.4,"Rain, Partially cloudy",6.3,47.7,87.88
2/4/1995,25.7,36.3,10.9,17.9,"Rain, Partially cloudy",6.8,52,88.81
2/5/1995,25.5,34.7,24.1,18.4,"Rain, Partially cloudy",7.9,52.9,90.3
2/6/1995,25.8,37.9,21,11,"Rain, Partially cloudy",8,46.4,88.53
2/7/1995,25.4,34.7,16.7,27.7,"Rain, Partially cloudy",7.4,58.9,88.29
2/8/1995,26.3,36.9,11,46.4,"Rain, Partially cloudy",7.6,50.9,82.88
2/9/1995,25.7,33.7,24,27.3,"Rain, Partially cloudy",6.4,50.1,88.97
2/10/1995,25.5,32.1,30,18.4,"Rain, Partially cloudy",7,58.1,89.23
2/11/1995,25.7,36.3,10,18.4,"Rain, Partially cloudy",9,53,88.11
2/12/1995,27.3,39.4,14,25.9,"Rain, Partially cloudy",9.1,42.5,81.65
2/13/1995,27.5,37.9,38,27.7,"Rain, Partially cloudy",8.1,51.3,82.25
2/14/1995,26.7,39.4,5.5,27.3,"Rain, Partially cloudy",7.4,60.4,83.99
2/15/1995,26.7,37.9,0,20.5,Partially cloudy,7.5,63.6,84.36
2/16/1995,26.7,38.2,75.82,36.6,"Rain, Partially cloudy",7.7,47.4,83.15
2/17/1995,26.3,36.7,4,16.6,"Rain, Partially cloudy",9.2,44.5,82.15
2/18/1995,25.9,35.6,15,27.7,"Rain, Partially cloudy",8.2,54.8,86.73
2/19/1995,25.7,35.2,3,16.4,"Rain, Partially cloudy",7.3,47.1,85.41
2/20/1995,25.2,35.2,66.13,17.9,"Rain, Partially cloudy",6.7,54,89.71
2/21/1995,26.8,39.4,3,27.3,"Rain, Partially cloudy",8.6,49,80.68
2/22/1995,26,36.7,18.75,27.7,"Rain, Partially cloudy",8,41.9,84.02
2/23/1995,26.8,38,0,27.3,Partially cloudy,8.9,47,81.72
2/24/1995,26.8,37.9,11,27.3,"Rain, Partially cloudy",7.7,41.6,83.7
2/25/1995,26.1,40.8,37,22.3,"Rain, Partially cloudy",7.6,39.9,86.61
2/26/1995,26.3,38,35.1,27,"Rain, Partially cloudy",7.8,34.3,86.21
2/27/1995,25.9,39.3,33,22.3,"Rain, Partially cloudy",7.6,43,86.08
2/28/1995,26.5,38,8,18.4,"Rain, Partially cloudy",7.9,57.6,82.76
3/1/1995,25.9,37.9,30.4,27.3,"Rain, Partially cloudy",7.1,50.6,86.41
3/2/1995,25.8,36.7,32.7,29.5,"Rain, Partially cloudy",7.6,49.5,87.84
3/3/1995,26.9,35.6,20.49,27.5,"Rain, Partially cloudy",9.3,46.9,79.95
3/4/1995,26.5,35.9,7.55,45.9,"Rain, Partially cloudy",9.7,54.7,81.89
3/5/1995,25.8,34.5,11,24.1,"Rain, Partially cloudy",8.7,54.4,86.18
3/6/1995,27.2,35.6,9,22.3,"Rain, Partially cloudy",9.5,43.9,76.19
3/7/1995,26.6,36.9,20.5,25.9,"Rain, Partially cloudy",8.2,42.9,83.61
3/8/1995,26.6,34.7,36,27.2,"Rain, Partially cloudy",9.2,42.7,84.06
3/9/1995,27.5,36.7,0,18.2,Partially cloudy,9.2,39.1,80.23
3/10/1995,26.7,35.8,16,18.4,"Rain, Partially cloudy",9.1,50.5,84.22
3/11/1995,27.4,37.9,70.8,18.4,"Rain, Partially cloudy",7.6,43.9,84.13
3/12/1995,26.6,37.9,26.7,18.4,"Rain, Partially cloudy",7.8,49.1,86.02
3/13/1995,25.8,37.9,40.5,22.1,"Rain, Partially cloudy",8.6,48.3,89.12
3/14/1995,26.6,37.9,17,18.4,"Rain, Partially cloudy",8.4,45.2,84.62
3/15/1995,26.2,37.9,16,14.4,"Rain, Partially cloudy",7,50.9,86.25
3/16/1995,26.5,37.9,4,27.4,"Rain, Partially cloudy",7.7,50.6,84.46
3/17/1995,26.7,38,0.4,27.4,"Rain, Partially cloudy",9,39.3,84.17
3/18/1995,26.8,35.8,102,18.4,"Rain, Partially cloudy",7.9,41.3,83.75
3/19/1995,27.3,38.2,18.1,20.4,"Rain, Partially cloudy",7.8,37.6,81.22
3/20/1995,26.6,39.3,4,18.4,"Rain, Partially cloudy",6.8,46.7,87.13
3/21/1995,26.6,36.3,0.5,18.1,"Rain, Partially cloudy",7.4,49.6,87.54
3/22/1995,26.5,34.7,7.6,14.8,"Rain, Partially cloudy",8.8,49,87.84
3/23/1995,27.4,39.1,27,18.4,"Rain, Partially cloudy",8.8,42.4,83.53
3/24/1995,28.4,38,9,18.4,"Rain, Partially cloudy",10.1,32.1,78.09
3/25/1995,28.2,39.3,0.6,18.4,"Rain, Partially cloudy",9,39,81.04
3/26/1995,27.1,39.4,17.33,22.2,"Rain, Partially cloudy",8.2,43.8,84.93
3/27/1995,26.9,37.9,0.2,18.4,"Rain, Partially cloudy",8.6,46.2,84.09
3/28/1995,28.2,43.1,4,18.4,"Rain, Partially cloudy",6.3,37.3,79.63
3/29/1995,27.4,38,0,21.9,Partially cloudy,7.1,39.4,80.95
3/30/1995,26.9,39.3,32,27.7,"Rain, Partially cloudy",8.2,47.4,86.09
3/31/1995,26.2,36.5,60.83,43.4,"Rain, Partially cloudy",7.8,49.5,88.11
4/1/1995,27,37.9,0.7,18.2,"Rain, Partially cloudy",7.5,43.3,85.24
4/2/1995,26.9,39.3,0.8,27,"Rain, Partially cloudy",7.9,48.6,85.64
4/3/1995,26.7,38.2,4.55,18.1,"Rain, Partially cloudy",8.1,47,85.74
4/4/1995,26.5,38,22.64,22.3,"Rain, Partially cloudy",7.7,43.8,83.96
4/5/1995,26.1,40.7,13,27,"Rain, Partially cloudy",7,48.5,86.9
4/6/1995,25.5,35.2,47,33.5,"Rain, Partially cloudy",7.4,51.6,86.26
4/7/1995,26.8,39.4,40,27.5,"Rain, Partially cloudy",9.6,51.3,81.29
