Temperature,Relative_Humidity,Condition
26.1,66.98,2
26.2,67.68,2
27.4,69.06,2
27.7,73.89,1
28.2,73.39,2
27.4,73.76,2
26.7,71.22,2
26.7,70.92,2
27.1,71.2,2
26.4,71.09,2
27.1,74.29,2
27,73.81,2
26.5,72.93,2
26.6,67.86,2
26.7,71.06,2
26.9,70.83,2
26.8,69.95,2
27.5,69.71,2
26.7,68.86,2
25.1,70.26,2
26,62.12,2
26.8,57.1,2
25.8,66.14,2
26.4,66.77,2
26.7,68.51,2
26.8,69.21,2
27.5,68.48,2
27.9,70.34,2
27.9,73.55,2
27.4,74.15,2
27.9,73.86,2
26.9,72.53,2
27.2,68,2
26.3,66.57,2
26.7,65.28,2
27.6,63.8,2
27.3,74.8,2
28.2,70.21,2
26.9,69.48,2
27,69.78,2
27.6,69.08,2
27.9,68.89,2
27.5,68.83,2
26.8,67.02,1
27.4,68.97,2
26.9,69.8,2
27.2,67.38,0
27,70.71,3
27.3,71.74,2
27.9,66.67,2
26.7,70.17,2
26.2,63.79,2
26.9,65.48,2
26.8,67.74,2
27.8,64.94,2
27.4,70.26,0
28.6,58.94,0
27,71.39,2
26.5,63.32,2
26.6,62.73,0
27.7,66.4,2
27.7,70.39,2
28.3,69,2
27.6,69.9,2
26,76.13,2
27.6,66.3,2
27.5,65.21,2
26.7,71.16,2
27.4,70.5,2
27.5,70.71,2
28.5,69.17,2
28.5,69.09,2
29.1,70.51,2
28.5,71.19,2
28.9,68.78,2
28.6,68.78,2
28.1,68.47,2
28.1,67.85,5
28.7,68.2,2
29.3,66.65,2
25.1,81.19,2
28.2,62.6,2
28.2,65.97,2
28.5,66.91,2
29.2,64.85,2
28.9,67.82,2
29.7,65.07,2
29.3,64.13,2
29.2,62.98,2
29.1,65.83,2
29.1,65.04,2
28.8,66.87,2
28.7,67.45,2
28.6,66.9,1
29.1,63.05,2
29.3,68.01,2
29.4,64.68,2
29.3,65.23,2
28.6,69.08,2
29.3,66.27,2
29.4,62.21,2
29.1,66.01,2
29.3,66.95,2
29.4,64.55,1
29.7,63.9,2
29.7,64.41,2
29.6,63.59,2
30,66.19,2
29,72.46,1
26.6,82.35,4
28.8,73.01,1
29.9,65.01,2
29.4,66.94,2
29.8,63.15,2
30.3,63.03,2
30.7,66.3,2
30.5,65.31,2
30.5,63.46,2
30.6,66.43,2
29.9,69.51,2
29.5,75.11,1
30.7,68.97,1
30.3,61.26,2
30.1,61.68,0
30.1,64.72,2
30.4,66.75,2
30.3,65.98,2
30.6,63.02,2
30.2,64.03,2
30.6,61.62,2
30.5,64.62,2
30.9,64.62,2
30.8,63.11,2
30.4,68.51,5
29.7,71.38,1
30.5,65.79,2
30.8,65.89,2
31.2,69.66,2
31,64.47,2
31.3,67.56,2
30.1,73.48,4
30.1,70.91,1
29.4,76.64,4
29.9,74.35,2
30.3,70.48,2
31.3,66.26,1
30.5,69.01,5
30,72.55,5
29.9,71.43,2
29.8,69.72,2
29,73.09,4
29,76.7,1
28.6,77.44,4
27.5,83.16,4
27.8,79.7,2
29.6,74.44,1
30.1,72.86,1
29.7,72.4,5
30.5,73.16,5
28.9,76.62,1
28.5,77.97,4
29.7,74.71,4
28,83.54,4
28.5,77.44,4
27.8,83.82,4
28.5,78.21,4
28.9,78.77,4
27.6,83.22,4
28,82.13,4
27.2,82.68,4
28.2,78.24,4
28,81.49,4
28.2,79.26,4
27.7,79.85,4
27.1,84.99,4
27.4,85.01,4
26.7,89.38,4
27.8,82.29,5
27.1,85.59,4
27.3,80.74,4
28.2,77.74,2
29.2,73.03,2
29.8,74.17,2
28.8,78.95,5
27.9,83.93,5
29.4,74.73,2
29.3,75.25,4
29,77.54,5
27.5,86.62,5
28.3,84.48,4
29.3,78.68,5
28.5,81.33,1
29.2,78.62,4
28.7,80.13,4
29.1,76.69,5
28.9,79.25,4
29.4,79.45,2
29.1,78.59,2
27.3,85.8,4
27.1,83.05,4
27,86.85,4
27.3,84.19,4
26.9,84.76,4
28.3,81.33,2
28.7,76.38,4
28.4,79.43,2
27.6,82.91,5
28,80.34,4
28.7,73.5,1
29,79.54,4
27.4,89.16,4
27.2,88.64,4
28.5,82.2,2
28.3,83.11,1
27.6,85.01,4
26.9,86.14,4
25.9,91.04,4
26.5,86.59,4
27.3,83.63,5
26.9,84.16,4
27.8,80.74,4
27.2,88.03,4
27.8,85.49,4
27.4,86.23,4
27.5,85.9,5
27.2,88.17,4
27.9,84.45,4
27.9,84.68,4
27.9,83.4,4
27.5,84.11,4
28,83.71,5
27.8,86.69,4
27.6,86.27,4
27.6,85.57,4
27.5,83.6,4
26.3,88.89,4
27.4,84.07,4
27.9,82.42,4
28.8,80.65,1
29.8,76.27,1
29.7,79.93,1
28.5,82.71,5
28.5,80.82,5
29.2,79.13,2
29.1,77.62,4
28.4,83.49,4
28.2,81.01,4
28.8,78.47,5
28.5,79.53,2
29.1,79.74,1
29.1,77.93,4
26.9,85.42,4
27.7,84.12,2
28.7,80.46,5
29.2,75.63,2
28.6,80.86,4
27.9,86.91,4
27.8,85.3,4
28.8,79.66,1
29,79.79,5
29,79.42,2
28.8,81.03,1
28.7,81.27,1
28.5,84.31,4
28,85.53,4
27.3,87.08,4
27.6,84.07,2
27,86,4
28.5,77.98,2
28.6,79.94,4
28.1,83.12,4
28.2,79.35,5
28.5,80.64,5
28,82.75,5
29,82.16,4
28.9,81.97,4
28.2,85.8,4
28.3,84.48,2
28.2,84.39,5
29.7,78.39,2
29.3,78.28,5
30.2,76.99,5
30.7,73.84,2
30,72.06,2
29.4,75.63,5
29.3,75.79,4
29.7,71.52,2
29,77.66,1
27.8,82.71,4
28.7,77.36,4
29.3,74.5,5
29.3,71.38,5
28.9,78.96,4
29.3,76.02,1
28.9,83.82,5
29.4,76.45,2
29.4,76.68,2
30.1,78.91,2
28.2,82.14,4
29,80,4
27.7,86.43,4
29.1,75.19,2
29.6,74.43,5
29.2,75.87,2
28.9,76.1,2
29.4,76.77,2
29.6,77.1,2
28.6,82.03,1
27.8,81.96,1
28.3,83.42,5
27.3,88.57,4
28.2,86.26,4
29,81.81,5
29.4,77.74,2
29.7,78.22,2
27.6,86.79,4
27.9,83.84,2
25.9,91.44,4
27.7,82.17,4
28.9,80.19,2
28.3,86.82,4
28.3,84.39,1
28.3,80.41,4
29.2,73.7,2
28.6,73.59,2
28.1,77.15,2
28.3,77.86,2
28.1,78.02,1
28.2,77.4,2
28.4,74.52,2
28.2,73.02,2
28.3,72.36,2
28.2,73.31,2
28.5,73.56,2
28,82.45,4
28.8,81.26,5
28.7,76.95,5
28.8,72.46,2
28.8,76.02,2
28.7,75.79,2
27.6,76.91,2
28.2,75.77,2
28.7,73.63,2
28,74.55,2
28,75.75,2
27.7,74.35,2
27.3,73.01,2
27.4,72.14,2
27.5,74.22,2
28.4,75.03,2
27.8,73.41,2
28.2,74.04,2
28.1,73.08,2
27.6,73.49,2
27.5,71.48,2
28,71.93,2
27,81.13,4
27.3,78.53,5
28.1,75.67,2
27.7,76.66,1
27.7,73.8,2
28.1,70.95,2
28.3,74.29,2
28.1,74.5,2
28.6,72.33,2
27.8,78.47,1
28,75.13,2
28.8,74.05,2
28.4,70.8,2
28.4,72.95,2
28.4,73.79,2
28.5,77.29,2
28.7,73.5,2
28.1,72.84,2
27.4,73.01,2
26.6,67.7,2
26.4,67.69,2
26.5,70.49,2
27.2,71.62,5
27.2,65.97,2
26.3,64.97,2
26.6,71.86,2
26.9,70.24,2
26.8,73.26,2
27,73.2,2
27.9,73.68,2
28,72.98,2
27.9,72.27,2
27.2,73.72,2
27.5,74.98,2
28.4,74.12,2
28.3,77.7,5
27.7,81.07,4
27.8,77.34,5
28.5,76.39,2
28.3,78.17,2
28.4,77.14,2
28.9,74.2,2
28.1,73.12,2
28.1,71.98,2
28.1,70.4,2
28.4,68.28,2
28.2,72.57,2
28.9,65.04,2
28.2,72.2,2
28.2,71.98,2
27.8,70.9,0
28.1,69.56,0
27.3,66.07,2
28,69.86,2
28.3,72.02,2
27.8,68.46,0
28,69.05,2
28.5,70.71,2
29,70.83,2
28.9,71.89,2
29.4,72.89,2
28.8,70.34,2
28.7,67.52,2
28.7,68.56,2
28.6,69.5,2
28.3,71.5,2
28.7,68.79,2
28.4,67.85,2
28.5,69.5,2
29,65.2,2
28.5,68.9,2
28.3,66.15,2
28.1,65.54,2
28.3,69.73,2
28.6,73.17,2
29.5,69.92,2
29.4,71,2
29.5,69.17,2
29.5,74.42,2
29.4,72.35,2
29.7,69.08,2
29.7,68.22,2
29.4,69.86,2
29.7,66.98,2
29.4,68.64,2
29.4,68.34,2
29.2,67.76,2
29.9,68.42,2
29.8,70.77,2
29.7,68.23,2
29.9,64.19,2
29.3,64.06,2
29.7,63.47,2
28.7,68.66,1
29.3,68.15,2
28.8,70.18,2
27.8,77.78,4
28.7,75.37,2
29.5,71.83,2
29.5,68.52,2
30.1,67.19,2
29.7,66.6,2
30,66.15,2
28.7,70.13,1
28.6,70.56,1
27.3,80.1,1
27.8,80.11,4
28.1,80.08,2
29.1,73.99,2
29.2,74.82,5
30.1,73.09,2
30.4,70.57,2
29.2,75.09,1
27.9,78.15,4
29.3,72.52,2
29.6,73.17,2
28.2,81.23,4
26.6,86.45,4
27.7,80.91,4
27.8,82.29,4
27.6,83.2,5
29.3,76.85,2
29.4,76.1,2
30.2,71.21,2
30.3,67.18,2
29.9,72.27,2
29.9,69.61,2
30.3,66.46,5
29.2,74.16,2
29.8,74.44,2
30.3,75.13,2
30.2,71.42,2
29.8,72.68,2
30.5,71.03,2
30.8,68.76,2
30,70.44,2
30.2,73.37,2
29.1,77.96,4
30.2,72.85,2
28.4,78.76,4
28.4,76.79,1
28.2,80.55,4
28.5,77.37,1
28.1,79.58,1
28.1,80.33,4
27,86.78,4
26.7,87.88,4
26.7,86,1
28.6,76.81,1
27.3,87.6,4
26.7,90.83,4
27.6,84.22,4
26.3,88.95,4
26.5,87.39,4
26,87.77,4
27.7,81.84,4
26.1,92.07,4
26.4,88.18,4
26.9,86.95,4
26.2,90.16,4
26.5,84.6,4
26.9,85.15,4
26.4,89.76,4
26.3,89.72,4
26.6,86.9,4
26,87.67,4
26.7,85.7,4
28.2,75.48,2
28.7,72.87,5
29.1,73.21,2
29.4,72.45,2
28.1,77.24,5
27.7,81.98,4
27.8,83.12,5
27.8,85.58,5
26.6,88.97,5
26.7,90.22,5
25.4,92.85,5
26.6,86.81,5
26.9,88.93,5
26.6,91.23,5
26.8,88.91,5
27,90.06,5
25.9,93.9,5
27,84.58,5
26,90.46,5
26.7,89.16,5
27.6,85.42,5
26.4,90.81,5
26.8,88.05,5
27.3,87.38,2
27.3,86.28,5
27.7,80.66,2
27.6,79.99,5
26.9,86.11,5
26.4,88.14,5
26,89.55,5
25.9,89.01,5
26.7,85.62,5
27.3,84.87,5
26.4,90.29,5
27.5,85.47,2
26.3,88.48,5
25.2,90.69,5
26.3,87.19,5
26.1,90.99,5
26.3,88.15,5
26.5,86.2,2
25.9,88.01,2
26,89.62,2
