Temperature,Relative_Humidity,Condition
29.5,64.27,2
29.2,66.78,0
29.3,66,0
28.5,70.24,0
30.4,61.61,2
29.6,62.02,2
29.9,60.5,0
30.1,62.5,2
29.7,62.72,0
28.8,68.75,2
28.4,70.86,2
29.2,67.13,5
28.9,68.37,5
28.4,74.66,5
26.9,80.65,5
27.7,77.13,5
28.1,74.45,5
28.9,71.9,5
28.6,73.59,5
28.4,74.37,5
29.1,71.34,2
29.4,67.06,2
29.4,69.67,2
29.9,62.4,2
28.6,69.23,2
29.1,68.04,2
29.5,67.74,5
29.3,69.88,2
29.5,67.32,5
29.4,67.59,5
29.2,66.69,2
29.6,64.96,2
29.5,65.48,2
27.8,69.72,2
29.2,59.97,2
30.1,58.69,2
29.4,63.2,2
30.5,58.53,2
29.5,69.58,2
30.2,65.59,2
28,71.83,5
28.8,70.26,5
29.9,66.04,2
30.1,63.17,2
28.5,73.89,5
25.4,84.23,5
26.4,80.86,5
28.6,73.19,5
29,71.21,2
29.2,71.17,2
28.4,78.94,5
28.6,75.46,5
28.6,72.3,5
28.4,77.39,5
27.8,77.86,5
27.8,80.31,2
28.3,75.91,2
29.3,70.54,2
28.1,76.3,2
27.1,79.78,5
27.1,76.35,5
25.8,85.24,5
26.3,82.03,5
26.3,84.06,5
27.5,77.84,2
27.8,74.98,2
27.5,76.03,2
26.2,84.49,5
25.1,86.41,4
27.4,73.1,5
26.5,80.62,5
28.5,70.61,5
28.3,72.29,5
28,75.2,5
26.7,82.32,5
26.9,78.89,5
26.8,77.93,5
25,86.02,5
28.1,73.67,5
28.3,73.86,5
26.8,75.19,5
27.1,77.03,5
27.5,76.57,2
29.1,65.97,2
29.4,66.51,5
28.9,72.52,2
29.6,65.31,2
26.8,77.88,5
26.9,80.06,5
26.8,83.99,4
27.5,77.2,5
27.5,77.24,5
26.9,81.31,5
27.6,78.25,5
27.7,78.1,2
27.4,79.79,5
28,79,5
28.5,73.15,2
28.9,74.04,5
28.6,75.06,2
28.3,75.96,5
28.5,76.82,5
26.9,85.33,5
26.4,85.1,5
27.4,79.4,2
28.6,73.78,2
27.5,78.46,5
27.7,77.7,5
27.7,77.67,5
27.4,76.67,5
28.1,75.79,5
26.1,82.2,5
27.4,76.9,2
26.9,75.99,2
27,76.38,2
27.5,76.2,5
28.1,72.81,2
27.1,78.23,5
26.5,77.83,2
25.4,80.96,5
28.1,67.71,5
27.4,74.08,2
26.2,80.59,5
27.5,72.26,2
27.1,71.79,2
27.1,73.22,2
27.3,73.75,2
27.5,72.67,2
26,84.51,5
25.9,84.4,5
26.1,86.13,5
26.3,82.33,2
26.5,82.55,5
26.5,82.91,2
26,83.97,5
26.1,84.7,5
26.1,85.88,5
26.7,80.42,5
26.2,83.19,5
26.7,79.61,2
27.6,75.97,2
26.7,80.99,2
26.5,83.48,5
26.9,79.66,5
28.2,75.81,2
28.4,75.18,2
26.5,84.33,5
27.6,77.01,2
26.5,85.68,5
27.6,79.51,5
27.9,77.19,5
28,78.59,5
26.7,83.17,5
26.1,83.15,5
26,83.98,5
26.5,81.02,5
26,85,5
26.7,83.53,2
26.4,88.38,2
27.1,79.15,5
26.4,84.46,5
27,83.03,2
27.8,80.74,5
27.7,74.33,5
26,82.42,5
26.8,76.58,2
27,78,2
28.2,72.26,2
27.9,74.54,2
28,76.13,2
27.6,80.37,5
27.5,79.78,2
27.8,79.85,5
28.7,74.84,5
28,73.63,5
27.7,74.92,2
26.6,81.67,5
27.8,76,5
27.8,72.54,2
28.3,73.09,2
28.4,70.55,2
28.5,70,2
28.3,70.37,2
28.5,71.59,2
27.9,75.32,2
27.1,81.85,5
27.3,81.83,5
27.7,81.26,2
27.7,81.17,5
27.9,78.74,5
27.9,77.39,5
28.9,71.05,2
28.8,70.85,2
28.5,71.95,2
27.2,77.97,2
27.1,83.46,5
27.4,82.58,5
28.5,75.62,2
28.4,76.58,5
28.4,78.08,5
28,79.44,2
27.9,76,2
28,73.14,2
27.6,68.57,2
27,66.99,2
27.3,56.54,0
27.2,61.22,0
27.3,69.45,2
27.5,70.44,2
28.1,68.75,2
28.6,67.96,2
28.1,68.98,2
28.2,72.96,0
28.6,71.42,2
28.4,72.84,2
27.7,77.12,2
28.6,70.97,2
27.9,72.5,0
27.2,72.6,0
28.6,70.58,2
28.1,73.05,2
28,70.74,0
28.3,71.31,0
28,71.23,0
27.6,71.21,0
28.3,69.35,0
27.5,71.63,2
27.6,71.6,2
28.7,65.51,0
27.5,70.11,0
27.1,72.19,0
27.2,73.19,2
27.1,72.02,2
27.8,71.13,2
27.9,68.03,2
27,69.26,5
27.3,64.08,0
26.8,71.79,0
27.4,69.54,0
27.4,72.59,2
27.7,72.24,2
27.9,70.57,2
27.4,68.66,0
27.6,68.85,0
26.3,69.9,0
26.8,72.73,2
27.3,70.31,2
27.6,67.55,2
27.4,67.82,0
27.8,68.63,0
28.3,67.88,0
27.9,73.04,5
27.7,72.22,0
28,70.53,2
27.5,70.74,2
27.9,66.85,0
27,71.27,0
28,63.66,2
28.1,66.36,0
27.3,66.23,0
26.8,65.44,0
26.5,68.17,0
26.4,67.68,0
27.6,66.86,0
27.8,65.51,2
27.2,67.29,0
27.3,68.28,0
27.4,68.25,0
27.3,70.33,0
26.8,71.68,2
27,73.33,2
26.5,64.36,0
26.5,67.34,0
26.4,68.93,0
25.9,70.1,0
26.2,66.79,0
26.3,65.54,0
26.8,66.33,0
26.7,65.82,0
27.2,67.5,2
27.4,67.89,0
26.5,74.37,2
26.9,68.67,2
26.1,67.63,0
26.6,69.69,2
26.8,70.11,2
26.3,69.6,0
27,67.45,0
27.4,64.52,2
26.7,66.73,0
26.5,65.7,0
26.5,66.54,0
25.9,69.68,0
26,65.88,0
27.1,64.1,0
26.9,65.38,0
26.6,66.42,0
26.7,66.93,2
27.5,68.58,2
27.4,68.87,2
27.4,68.14,0
27.1,65.89,0
26.6,64.79,0
25.9,67.9,0
26.6,66.63,0
26.2,69.06,0
27,66.1,0
26.7,65.51,0
26.7,67.36,0
26.8,66.7,2
27,68.6,0
27,68.28,2
27.8,68.18,2
27.7,65.81,2
27.1,65.55,0
27,68.22,2
27.1,71.11,0
27.9,64.7,0
28.1,67.61,2
28.4,66.02,0
29.3,62.12,2
28.1,66.64,2
27.6,67.4,0
27.4,68.97,2
28.9,62.3,2
28.7,62.36,2
28.3,66.56,0
29,63.72,0
28.1,69.32,2
28.3,69.17,2
28.7,63.83,0
28.7,62.2,0
28.5,63.23,2
27.9,63.44,0
27.7,67.21,0
28.6,62.91,0
28.3,63.46,0
29.3,57.17,2
28.6,62.26,0
29,57.82,0
28.3,63.36,0
28.5,56.91,0
28,65.36,0
29,62.19,0
28.3,68.15,2
28.2,62.22,0
28.4,59.1,2
28.3,60.63,0
29.2,59.42,0
28.9,65.26,2
29.2,65.53,2
29.5,65.12,2
29.3,65.73,2
29.7,60.52,0
29.2,63.87,2
28.5,68.48,5
28.7,72.76,2
30,61.72,2
29.5,67.08,2
29.5,66.15,2
29.8,63.75,0
30,61.05,2
30.1,62.32,0
29.8,63.9,0
30.7,61.93,2
30.1,67.5,2
30.4,62.76,2
30.3,65.62,2
28.6,72.27,2
30.5,64.19,0
30.2,63.33,2
29.2,71.23,2
29.9,61.76,2
27.7,75.6,5
26.3,85.39,5
28.6,73.57,2
28.7,70.78,5
29.8,65.34,2
28.4,75.65,5
30.3,67.55,2
28.8,75.79,5
27.5,79.64,5
27.5,78.89,5
28.3,77.22,2
28.4,76.6,5
27.8,79.1,2
27.7,81.36,2
27.9,78.34,5
28.4,76.33,5
29.2,71.21,2
28.4,75.96,5
28.2,78.32,2
27.8,81.17,5
28.4,73.15,2
27.5,79.86,5
28.6,75,5
27.3,83.5,5
25.4,90.09,5
28.1,76.79,2
27.9,78.96,5
28.2,79.23,5
27.2,82.1,5
27.4,84.15,5
27.5,83.66,5
28.2,77.73,5
27.9,77.9,2
28.7,75.85,2
28.9,75.09,5
28.4,78.59,5
29,73.71,5
28.1,77.9,2
28.3,72.18,2
29,71.66,2
29.2,70.51,2
27,84.11,2
28.1,79.72,5
28.1,78.64,2
26.8,84.81,5
26.2,87.72,5
26.4,84.98,5
24.9,90.59,4
25.6,90.58,5
26.8,84.6,5
26.9,82.22,5
26,87,5
26.9,81.12,5
25.5,88.42,5
26,88.09,5
27.8,81.36,5
27.7,83.35,5
28,78.65,5
28,75.13,2
28.2,74.16,2
29,68.37,2
27.9,71.97,5
26.4,85.1,5
27.6,81.2,5
28.7,77.55,2
26,88.94,5
27.1,83.68,5
27.6,80.99,5
28,79.26,2
28.8,69.59,2
27.4,77.71,2
28.2,76.13,5
27.1,81.85,5
26.5,86.13,5
26.2,87.04,5
25.9,85.97,5
26.9,76.48,5
26.9,78.95,2
25.4,88.68,5
25.3,86.53,2
26.4,80.36,2
27.5,73.68,2
27,79.02,5
26.9,78.96,5
26.8,80.52,2
28.2,76.48,5
28.3,75.16,5
28.4,76.95,5
28.8,73.86,2
27.2,82.83,2
26.9,83.82,5
27.4,84.18,5
28.1,77.98,2
26.5,86.08,5
27,84.7,2
28,78.58,5
26,88.76,5
25.9,88.74,5
26.5,85.31,5
25.3,89.91,5
26,84.52,5
26.3,81.99,5
26.4,80.1,5
26.3,84.32,5
26.8,81.15,2
25.5,90.25,5
26.7,82.48,5
26.6,84.62,5
26.8,82.8,5
27.5,76.5,2
28.5,74.53,5
27.9,76.37,5
26.6,85.53,5
26,86.73,5
27.2,81.94,5
28.1,79.55,5
27,84.59,5
27.1,82.42,5
25.9,87.83,5
26.2,87.12,5
26.7,86.19,5
26.3,86.98,5
25.8,89.85,5
26.7,84.37,5
26.6,83.95,5
25.8,89.55,5
27.4,83.12,5
27.4,84.04,2
26.9,87.32,5
26.6,86.25,5
27.2,83.47,5
27.4,84.74,5
27.4,87.33,5
27.2,84.84,5
28.3,75.53,2
27.7,77.01,5
28,76.6,5
27.8,75.47,5
27.4,79.84,2
28.8,71.47,2
28.8,71.7,2
28.8,71.3,5
28.8,72.45,2
28.8,73.38,2
28.9,74.45,2
28,84.21,5
28.3,79.56,2
28,75.98,5
27.8,76.05,2
28.9,72.48,2
28.8,75.63,5
28.3,73.6,5
29.2,69.52,2
28.5,73.94,2
27.6,78.84,2
27.8,77.71,5
28,81.37,5
27.3,85.54,5
27.2,87.54,5
27.1,83.62,2
27.1,83.07,5
28.7,73.54,2
29.2,73.17,2
29,69.39,5
28.6,73.58,2
28.9,73.5,2
29.1,73.74,2
29.6,70.06,2
29.5,70.8,2
28.4,80.85,5
28.8,76.51,2
29.7,74.21,2
28.1,79.68,5
27.6,80.49,5
29.2,75.93,1
28.5,79.21,1
27.2,84.87,5
27.8,83.27,4
26,89.02,4
28.2,78.44,2
28.3,78.97,5
28.9,72.53,2
29.2,69.04,5
28.7,74.16,2
28.4,73.45,5
29,73.08,2
28.6,71.57,2
28.8,67.91,2
27.8,68.83,0
28.4,65.88,2
28.4,71.63,2
28.7,72.02,2
28.9,76.22,2
29.1,73.91,2
29,75.23,2
28.2,81.58,5
25.3,90.79,5
27.4,82.81,5
24.9,87.69,5
27.3,78.58,2
27.9,80.9,5
27.5,85.86,5
27.4,86.54,5
27.4,84.67,5
27.4,86.91,5
27.2,86.7,5
27.7,83.38,5
27.6,82.37,2
28.4,78.95,5
27.8,78.33,2
28.2,80.32,5
26.7,89.08,5
26.8,87.63,5
28,77.42,5
27.8,80.52,2
28,77.47,2
27.6,81.17,5
28.2,82.52,5
26.5,87.73,5
28.7,77.85,2
28.3,76.9,2
28.2,77.79,5
27.9,75.93,2
28.4,76.94,2
29,72.31,2
28,79.77,2
25.4,87.28,5
27.3,81.46,2
28.2,78.11,5
28.2,76.38,2
27.8,75.18,2
26.8,78.64,0
27.2,74.79,2
27.2,76.18,5
28.1,74.11,5
28.3,73.33,2
28.1,72.92,2
27.4,75.85,0
26.9,73.49,0
27.3,71.99,0
27.4,75.34,2
27.2,73.08,2
27.5,70.41,2
27.5,68.75,0
27.5,74.87,0
27.7,75.54,2
27.3,73.29,0
27,70.14,2
27.4,68.34,0
27.3,71.95,0
27.9,78.42,5
27.9,78.46,2
27.6,69.88,0
27.7,68.57,0
27.8,64.28,0
26,70.77,0
26.1,72.76,0
26.6,70.89,0
26.1,66.3,2
26.3,63.65,2
25.6,67.72,0
25.6,71.8,0
27.5,69.72,2
27.4,67.7,0
27.2,64.46,0
26.1,69.15,0
26,77.81,2
27.7,72.87,2
27.8,70.68,0
27.6,74.34,0
27.6,77.96,2
27.1,80.1,2
27.4,77.49,2
26.9,74.51,0
27.3,69.78,0
27.1,69.64,0
27,66.83,2
26.6,65.52,2
26.3,65.25,0
26.3,61.67,0
26.3,67.08,0
27.3,66.08,0
27.2,71.56,2
27.2,73.44,2
27.3,72.12,2
26.7,69.69,2
27.2,66.94,2
27.5,68.98,2
27.4,76.3,2
28,72.56,0
27.8,72.72,2
27.5,73.97,2
28.1,68.77,0
27.5,71.76,2
27.8,70.34,0
27.9,74.03,2
28.1,68.53,2
27.6,64.41,0
26.6,65.17,0
27.4,61.14,0
26.8,67.35,0
26.8,68.2,0
26.9,63.38,2
26.6,67.81,2
26.3,64.65,0
27,61.39,0
27.2,62.57,0
26.6,63.07,0
27.1,66.05,0
27.8,67.54,2
27.2,65.45,0
27.6,63.6,2
27.1,70.23,0
27.5,70,2
28.3,58.99,2
26.7,68.13,0
28.5,63.35,0
27.6,69.12,0
28.3,64.9,0
28,67.4,0
28.2,67.86,0
28.6,64.94,0
27.9,66.26,0
27.8,69.47,0
28.4,67.31,0
29.1,66.91,2
28.3,69.92,2
28.4,69.46,2
28.5,66.6,2
27.9,64.7,0
28.2,61.51,2
28,63.1,2
27.4,67.68,2
28.7,63.62,2
28.3,64.02,0
28.7,56.27,0
28.5,54.58,0
28.1,57.35,0
27.6,64.85,0
28.1,63.51,2
28.4,62.92,2
28.2,64.88,2
28.5,65.95,2
28.4,66.18,2
29.4,63.31,2
28.8,65.47,0
27.7,67.72,0
28.5,64.79,2
28.9,65.82,2
28.7,65.19,2
29.6,59.83,2
28.6,66.19,0
28.7,67.57,2
29.2,64.06,2
30.1,56.22,2
28.2,62.96,0
28.2,65.02,2
28.8,67.12,0
29.1,68.72,0
29.3,67.96,2
29.8,62.02,2
29.7,61.93,0
28.8,69.16,2
28.6,68.8,2
28.8,69.65,2
29.9,61.35,2
29.6,59.57,0
28.5,62.43,2
28.8,64.8,0
30.1,62.75,2
29.6,61.07,0
29.9,59.06,0
29.5,64.61,2
30.2,65.76,2
30.2,64.47,2
30.5,59.89,0
29.9,60.36,2
29.4,62.74,2
29.9,64.58,2
30.6,61.4,2
30,64.63,2
30.4,65.77,2
30,66.98,2
29.9,66.56,2
30.6,60.7,2
29,69.73,2
29.8,64.31,2
28.9,70.22,2
27.8,71.47,2
28.9,67.99,5
28.3,74.11,2
27.9,75.19,2
27.2,78.64,5
28.9,64.56,5
29.6,59.87,2
28.9,67.12,2
28,75.06,5
27.8,76.52,5
29,68.93,2
29,69.22,2
29.4,66.73,2
29.9,65.5,2
29.5,64.98,2
29.6,66.85,5
29.6,66.48,2
29.8,64.65,2
29.8,66.76,2
28.9,68.84,5
29.9,64.59,2
29.1,67.78,2
30,61.78,2
30.3,64.52,2
30.2,69.47,5
29.1,70.53,5
29.5,65.69,5
28.2,72.23,5
27.8,75.86,5
28.4,71.58,5
29.3,69.07,2
28.7,69.81,2
29.3,67.95,2
28.4,72.19,5
28.5,72.44,5
27.1,82.98,5
28.8,74.21,2
28.1,78.59,2
27.8,80.34,5
27.1,82.1,5
27.2,81.08,5
28.3,75.66,5
27,81.91,5
27.3,83.48,5
27,85.76,5
29.9,70.21,2
29.2,73.19,5
28.3,78.2,5
27.3,79.57,5
26.7,82.12,5
26.1,84.79,5
26,83.38,5
26.3,80.86,5
25.8,83.83,5
27.3,79.99,5
26.7,81.08,5
27.4,76.16,2
27.1,74.74,2
27.3,74.06,2
27.3,75.34,2
27.9,73.19,2
28.1,71.51,2
27.6,76.03,5
26.4,82.84,5
25.9,87.65,5
27,80.7,5
26.5,82.72,5
26.9,81.93,5
26.7,83.34,5
26.5,85.64,5
26.2,84.59,5
27.4,81.7,5
26.9,83.97,5
27.2,80.73,5
27.5,80.09,5
27.4,81.76,5
27.6,79.53,5
27.9,81.4,5
27.1,83.7,5
26.7,86.29,5
26,89.94,5
26.8,86.57,5
26.7,86.88,5
27.8,81.12,2
28.2,81.56,5
28.8,77.92,5
28.2,80.15,2
28,76.74,5
26.9,88.09,5
28.1,78.1,2
27.8,83.14,2
28.3,78.64,2
28.1,81.23,5
25.6,90.34,5
27,82.22,2
28.1,76.67,2
27.8,82.22,5
27.6,83.53,5
28.1,79.17,2
27.3,82.15,5
28.2,78.19,2
28.6,77.62,5
27.5,80.48,5
27.2,81.72,5
28.1,78.61,5
27.5,76.27,2
27.7,82.8,5
27.8,82.03,5
28.3,79.02,5
28.4,80.01,5
28,81.69,5
28.2,81.13,5
27.9,78.07,5
27.4,78.29,2
27.6,79.07,5
28.3,76.39,5
28.5,75.74,5
28.2,74.59,5
28.1,77.28,5
28,79.17,5
27.4,82.78,5
28,84.03,5
29.4,72.94,5
28.5,77.64,5
28,78.98,2
28.7,79.01,5
28.2,82.35,5
27.8,82.51,5
27.8,80.47,2
28.1,76.29,2
28.4,75.95,2
29,75.95,5
26.8,86.3,5
26.3,87.39,5
27.6,82.78,5
27.4,83.62,2
27.5,82.39,5
27.9,80.21,2
27.1,84.51,2
27.8,83.17,5
28.3,78.77,2
28.1,80.74,5
27.2,84.34,5
27.8,80.48,5
27.2,83.12,5
27.8,80.13,5
28.1,82.78,5
27.2,85.88,5
27.7,82.05,5
28,80.93,5
27.9,81.07,5
27.1,84.58,5
27.5,82.96,5
27.5,82.47,5
28,79.59,5
28.7,77.85,2
27.4,86.35,5
28.9,80,2
27.2,86.35,5
28.2,82.65,5
27.4,85.68,5
27.7,81.33,5
28.2,80.79,5
28.3,83,5
29.4,75.23,2
29.2,77.42,5
27.7,81.64,5
28.4,74.71,2
28.7,79.81,5
29.3,77.54,2
29.4,77.07,5
27.8,84.05,5
27.9,82.99,2
28.1,82.15,5
27.7,85.42,5
27.2,88.69,5
26.2,93.53,5
27.8,85.21,5
27.5,87.24,5
26.5,90.02,5
28.5,76.17,2
28.6,83.33,2
28.2,85.3,5
29.1,78.28,5
28.5,79.28,5
28.7,78.61,5
28.6,82.69,5
28.1,81.81,5
28.3,80.89,5
28,80.66,2
27.5,82.38,5
28.2,82.72,5
28.4,77.18,2
28.7,77.12,5
28.7,77.68,2
28.4,78.23,2
29.1,76.27,2
29.4,75.19,2
28.6,76.29,5
28.2,78.17,5
28.6,77.18,2
27.5,82.74,5
26.9,86.46,5
26.6,85.35,5
27.2,81.6,5
28,81.11,5
27.9,81.87,5
27.6,81.73,5
27.5,82.39,2
27.4,82.89,2
28.3,76.22,5
27.2,82.71,5
27.7,81.21,5
28.3,75.44,5
27.8,75.8,2
27.7,71.35,0
27.3,71.16,0
28.2,73.02,2
27,76.9,2
27.9,72.88,2
28.1,73.79,0
27.7,74.76,0
28.3,72.62,2
28,72.47,2
28.2,75.62,5
27.8,76.55,2
28,76.57,2
29.3,73.23,5
28.2,78.54,5
27.2,78.95,5
27.7,79.68,5
28.3,77.87,5
27.9,77.38,5
28.1,74.26,2
27.5,76.28,2
28.1,73.55,2
28.1,78.61,5
28,75.73,2
27.7,73.16,2
28.4,70.35,0
28.7,68.76,2
28.6,72.22,2
27.9,75.33,2
27.8,72.88,0
27.4,71.37,0
27.4,70.4,0
26.9,69.66,2
26.8,70.13,0
27.2,70.06,2
27.3,73.88,5
26.8,81.19,5
27.7,78.71,2
26.2,85.4,5
27.1,79.27,0
28.1,74.25,2
27.9,70.88,0
26.8,71.73,0
27.6,68.74,0
27.8,72.43,2
28.4,71.9,2
28.3,69.59,2
27.5,71.1,2
27.6,68.4,0
27.7,68.35,0
27.7,70.81,0
28.1,73.42,2
28.4,71.08,2
28.3,76.3,5
28.3,75.46,5
27.9,76.7,2
27.9,71.16,2
27.6,74.68,2
28,69.97,2
27.2,74.03,0
27.8,74.55,0
27.9,71.67,2
28.1,73.86,2
27.5,77.59,5
26.9,80.58,2
28.3,76.4,2
28.2,77.09,5
28.7,74.42,5
28.5,72.28,2
27.8,69.29,0
27.6,71.99,2
28.8,69.74,2
28.6,70.12,2
27.9,71.76,0
28.6,70.76,2
28.3,66.58,2
28.7,62.58,2
28.2,71.27,0
25.5,88.63,5
27.1,79.91,2
27.9,77.85,5
26.6,84.25,2
27.6,79.18,2
27.5,78.31,5
27.2,78.58,2
27.6,75.59,2
29,66.34,2
28.7,72.3,2
27.4,77.1,5
27.2,79.78,5
28.4,78.03,5
27.8,77.33,5
28.5,74.29,2
28.8,73.4,2
27.7,79.22,2
28,75.77,2
27.3,81.02,5
28.2,77.88,5
28.9,72.58,5
28.6,70.72,2
29,67.14,2
29.1,67.27,2
29.7,67.67,2
28.9,72.17,2
27.9,76.21,5
29.7,70.46,2
29.6,70.17,0
30.1,66.55,2
29.1,68.74,2
26,78.55,5
25.7,87.09,5
26,81.39,5
28.1,69.83,2
28.8,67.41,2
28.2,68.22,5
27.8,73.9,5
28.3,74.09,5
25.8,84.75,5
28.1,76.77,2
27.5,77.71,5
28.1,75.7,5
28.8,71.54,5
28.7,71.54,2
27.8,77.02,2
27.3,79.23,2
29,72.73,5
28.3,78.57,5
28.2,78.99,5
27.9,77.41,5
27.6,78.76,2
27.9,77.19,2
28.1,76.81,5
28.1,74.37,5
26.7,81.7,5
26.8,80.55,2
28,74.55,5
28.5,75.3,5
26.4,89.34,5
26.2,86.56,5
27.5,82.77,5
27.1,83.51,5
28.2,78.66,2
28,81.1,5
29.3,73.37,5
29.4,70.56,2
28.7,74.17,2
27.9,78.96,5
29,75.91,2
29.5,73.94,2
29.3,72.22,5
29.3,71.21,2
30,68.58,2
29.4,69.39,2
29.5,67.86,2
28.9,72.2,2
28.3,72.55,2
28.4,72.74,2
28.2,77.26,5
27.5,79.92,5
27.7,77.23,2
28.3,76.1,2
28.9,74.27,5
28,78.96,5
26.8,84.52,5
26.4,83.35,2
27.3,81.72,5
26.3,87.24,5
27,80.95,5
26.8,84.88,5
26.3,86.13,5
27.7,79.32,2
27.8,78.6,5
26.4,82.74,5
26.6,84.39,5
25.7,81.97,5
25.8,82.3,5
28.5,74.91,2
28.4,77.25,5
27,77.69,5
27,80.12,5
26.5,82.11,2
27.6,76.31,5
27.1,82.08,5
26.4,85.42,5
26.8,81.45,5
25.9,86.11,5
25.3,85.61,5
26.9,74.38,2
27.4,74.66,5
27.6,73.8,5
28,70.83,2
27.6,73.42,2
27,74.53,5
27.8,77.38,2
27.1,83.49,5
25.4,90.72,5
26.1,84.43,5
26.5,84.78,5
27.2,79.3,2
26.8,80.87,5
27.6,79.43,5
26.4,81.9,5
26.1,85.16,5
26.5,80.89,5
28.5,71.72,2
27.5,74.61,2
26.4,79.46,5
26.4,80.49,5
27.6,74.14,2
26.8,78.09,5
26.6,76.41,5
27,74.67,2
27,75.83,2
27,79.09,2
26,82.22,5
26,79.87,2
26.4,78.07,5
27,76.14,2
26.1,82.18,5
25.2,86.43,5
25.8,85.2,5
27.4,79.89,2
28.3,74.89,2
26.5,80.38,5
25.7,85.1,5
27,78.85,5
25.4,85.07,5
26.2,83,5
26.3,85.66,5
26.5,82.07,5
26.7,75.38,2
27,75.84,2
27.2,79.18,5
27.8,78.63,2
26.5,80.26,5
27,81.62,2
27.2,82.89,5
26.8,82.37,5
26.4,80.62,5
27.5,75.31,2
26.5,80.43,5
27.1,76.55,2
27.1,78.21,5
25.8,84.82,5
28.3,72.29,2
28.3,74.18,2
28.4,73.43,5
26.7,78.53,5
26.1,82.01,5
27.5,75.85,2
26.5,83.3,5
27,79.28,2
26.5,82.18,5
26.2,84.5,5
26.9,75.85,5
27.2,76.89,5
27.8,76.01,5
28.1,74.12,5
27.7,76.23,5
26,86.08,5
25.6,88.02,5
26.7,81.4,5
26.9,80.37,5
27.9,74.43,2
26.3,84.47,5
26.4,84.53,5
27.2,81.64,5
27.7,75.23,5
27.8,72.91,2
27.2,80.31,5
26.9,82.8,5
28.2,75,2
27.6,80.38,5
27.7,78.03,5
28.3,75.52,5
26.5,84.74,5
26.9,80.26,2
26.6,80.92,5
27,82.39,5
26.1,83.68,5
27,81.69,5
27,80.3,5
27.2,80.19,5
28.2,73.73,2
27.2,79.94,5
26.6,85.58,5
26.2,84.67,4
26.3,84.36,4
28.1,76.7,1
28.6,72.64,2
27.3,81.74,5
27.5,79.6,2
26.5,86.51,5
26.7,84.94,5
26.6,83.84,5
27,80.51,5
26.1,83.59,5
26.2,85.13,5
27.2,78.95,2
27.1,80.31,5
27.2,80.42,5
27,80.88,5
28.5,71.67,2
27.9,75.24,2
28.4,74.07,2
27.8,77.01,5
26.8,83.86,5
27.5,82.1,5
27.8,80.74,5
27.7,81.56,5
27.9,80.62,5
28.3,75.36,2
28,76.34,5
28.3,79.6,2
28,80.18,5
26.4,81.53,5
25.8,87.06,5
27.4,81.11,5
28.1,78.15,2
26.6,86,5
27.6,80.14,2
27.3,81.55,2
27,84.14,5
28.6,76.9,5
28,78.31,2
27.8,82.7,5
28.7,79.99,5
28.1,80.91,5
27.5,81.83,5
26.6,85.8,5
27.2,79.57,2
28.6,74.77,2
29,71.97,2
28.6,74.7,2
28.4,76.37,5
28.2,71.8,2
28.3,70.97,0
28.6,66.94,2
27.1,71.24,2
27.3,72.64,2
27.9,73.43,2
27.6,69.81,2
27.3,73.32,0
28,74.87,2
28,74.48,2
27.8,75.39,2
28.1,81.66,5
28.9,77.68,5
29.1,73.37,2
28.8,73.29,2
28,75.14,2
27.5,73.46,2
27.1,73.72,2
27.3,75.78,2
26.4,74.07,2
26.9,69.01,0
26.4,71.52,0
26.7,68.16,2
26.6,68.08,0
26.3,70.66,0
26,68.97,0
25.7,64.12,2
25.1,68.69,0
25.2,74.48,0
26,72.35,0
26.3,72.2,0
27.1,70.45,0
27.1,73.35,0
26.3,69.77,0
25.5,72.42,0
25.8,74.06,0
27.1,73.67,2
27.7,74.65,2
27.4,74.73,2
27.4,77.91,2
27.2,74.66,5
26.3,73.81,2
25.4,73.66,0
25.6,67.72,0
25.8,72.73,0
25.6,75.78,2
26.6,68.53,2
26.5,67.92,0
26.6,70.56,0
27.1,75.96,2
27.8,75.82,2
27.4,80.42,5
28.2,74.85,2
28,72.76,2
26.9,75.37,0
27.7,72.06,0
27.9,68.91,2
26.9,75.34,2
27.4,73.82,5
27.6,73.41,2
27.6,75.05,5
27.3,73.42,2
27.4,71.88,2
26.5,71.19,2
26.4,73.99,2
26.2,66.76,2
26.5,68.45,0
26.9,69.72,0
27.3,70.21,2
26.6,64.17,0
26.2,67.69,0
26.7,67.78,0
26.7,71.3,0
26.6,73.76,0
26.7,69.34,0
26.3,65.41,0
25,68.83,0
25.7,66.85,0
25.7,72.34,2
26.5,71.25,2
27.2,66.77,0
26.2,69.36,0
26.1,70.76,0
26.6,72.98,2
26.8,72.89,2
27.6,68.86,0
26.8,70.85,0
26.7,70.22,0
27.1,67.77,0
26.8,62.64,0
26.4,67.24,0
26.6,68.94,2
26.9,67.81,2
26.6,66.92,0
26.9,67.79,0
26.6,62.8,0
26.8,55.87,0
25.5,60.21,0
26,62.81,0
26.8,69.07,2
27.4,71.5,0
27.8,67.59,2
28.1,62.97,2
26.4,73.63,0
26.8,69.79,0
27,67.6,0
26.7,67.7,0
26.8,68.46,0
27.5,67.09,0
26.6,66.11,0
27.5,63.3,0
26.9,67.02,0
27.4,65.49,0
27,71.75,0
27.8,69.41,0
27.7,69.89,0
28.3,69.41,2
26.9,71.91,0
28,66.13,2
27.6,67.16,2
28,67.05,2
